Site,Plot,Line,Date,Species,Total,Density
BEEF BASIN 2013,B1_10,2,1/2/2014,YUBA/D,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,AMUT,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,ARTR2,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,ARTR2/D,14,140000
BEEF BASIN 2013,B1_10,3,1/2/2014,ARTRW8,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,ATCA2,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,ATCA2/D,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,CEMO,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,CHVI8,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,CHVI8/D,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,CRAN4,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,EPVI,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,EPVI/D,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,JUOS,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,JUOS/D,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,KRLA2,14,140000
BEEF BASIN 2013,B1_10,3,1/2/2014,KRLA2/D,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,MAFR3,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,PIED,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,PIED/D,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,SHRO,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,SHRO/D,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,SYOR,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,SYOR/D,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,YUBA,0,0
BEEF BASIN 2013,B1_10,3,1/2/2014,YUBA/D,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,AMUT,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,ARTR2,1,10000
BEEF BASIN 2013,B1_10,4,1/2/2014,ARTR2/D,14,140000
BEEF BASIN 2013,B1_10,4,1/2/2014,ARTRW8,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,ATCA2,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,ATCA2/D,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,CEMO,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,CHVI8,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,CHVI8/D,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,CRAN4,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,EPVI,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,EPVI/D,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,JUOS,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,JUOS/D,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,KRLA2,11,110000
BEEF BASIN 2013,B1_10,4,1/2/2014,KRLA2/D,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,MAFR3,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,PIED,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,PIED/D,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,SHRO,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,SHRO/D,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,SYOR,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,SYOR/D,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,YUBA,0,0
BEEF BASIN 2013,B1_10,4,1/2/2014,YUBA/D,0,0
BEEF BASIN 2013,B1_2,2,10/1/2013,ARTR2,0,0
BEEF BASIN 2013,B1_2,2,10/1/2013,ARTR2/D,2,20000
BEEF BASIN 2013,B1_2,2,10/1/2013,ATCA2,1,10000
BEEF BASIN 2013,B1_2,2,10/1/2013,ATCA2/D,0,0
BEEF BASIN 2013,B1_2,2,10/1/2013,CHVI,0,0
BEEF BASIN 2013,B1_2,2,10/1/2013,CHVI/D,0,0
BEEF BASIN 2013,B1_2,2,10/1/2013,CHVI8,0,0
BEEF BASIN 2013,B1_2,2,10/1/2013,CHVI8/D,0,0
BEEF BASIN 2013,B1_2,2,10/1/2013,EPVI,0,0
BEEF BASIN 2013,B1_2,2,10/1/2013,EPVI/D,0,0
BEEF BASIN 2013,B1_2,2,10/1/2013,JUOS,0,0
BEEF BASIN 2013,B1_2,2,10/1/2013,JUOS/D,0,0
BEEF BASIN 2013,B1_2,2,10/1/2013,KRLA2,1,10000
BEEF BASIN 2013,B1_2,2,10/1/2013,KRLA2/D,0,0
BEEF BASIN 2013,B1_2,2,10/1/2013,MAFR3,0,0
BEEF BASIN 2013,B1_2,2,10/1/2013,PIED,0,0
BEEF BASIN 2013,B1_2,2,10/1/2013,PIED/D,0,0
BEEF BASIN 2013,B1_2,2,10/1/2013,YUBA,0,0
BEEF BASIN 2013,B1_2,2,10/1/2013,YUBA/D,0,0
BEEF BASIN 2013,B1_2,3,10/1/2013,ARTR2,2,20000
BEEF BASIN 2013,B1_2,3,10/1/2013,ARTR2/D,0,0
BEEF BASIN 2013,B1_2,3,10/1/2013,ATCA2,10,100000
BEEF BASIN 2013,B1_2,3,10/1/2013,ATCA2/D,0,0
BEEF BASIN 2013,B1_2,3,10/1/2013,CHVI,0,0
BEEF BASIN 2013,B1_2,3,10/1/2013,CHVI/D,0,0
BEEF BASIN 2013,B1_2,3,10/1/2013,CHVI8,0,0
BEEF BASIN 2013,B1_2,3,10/1/2013,CHVI8/D,0,0
BEEF BASIN 2013,B1_2,3,10/1/2013,EPVI,0,0
BEEF BASIN 2013,B1_2,3,10/1/2013,EPVI/D,0,0
BEEF BASIN 2013,B1_2,3,10/1/2013,JUOS,0,0
BEEF BASIN 2013,B1_2,3,10/1/2013,JUOS/D,0,0
BEEF BASIN 2013,B1_2,3,10/1/2013,KRLA2,0,0
BEEF BASIN 2013,B1_2,3,10/1/2013,KRLA2/D,0,0
BEEF BASIN 2013,B1_2,3,10/1/2013,MAFR3,0,0
BEEF BASIN 2013,B1_2,3,10/1/2013,PIED,0,0
BEEF BASIN 2013,B1_2,3,10/1/2013,PIED/D,0,0
BEEF BASIN 2013,B1_2,3,10/1/2013,YUBA,0,0
BEEF BASIN 2013,B1_2,3,10/1/2013,YUBA/D,0,0
BEEF BASIN 2013,B1_2,4,10/1/2013,ARTR2,1,10000
BEEF BASIN 2013,B1_2,4,10/1/2013,ARTR2/D,2,20000
BEEF BASIN 2013,B1_2,4,10/1/2013,ATCA2,8,80000
BEEF BASIN 2013,B1_2,4,10/1/2013,ATCA2/D,0,0
BEEF BASIN 2013,B1_2,4,10/1/2013,CHVI,0,0
BEEF BASIN 2013,B1_2,4,10/1/2013,CHVI/D,0,0
BEEF BASIN 2013,B1_2,4,10/1/2013,CHVI8,0,0
BEEF BASIN 2013,B1_2,4,10/1/2013,CHVI8/D,0,0
BEEF BASIN 2013,B1_2,4,10/1/2013,EPVI,0,0
BEEF BASIN 2013,B1_2,4,10/1/2013,EPVI/D,0,0
BEEF BASIN 2013,B1_2,4,10/1/2013,JUOS,0,0
BEEF BASIN 2013,B1_2,4,10/1/2013,JUOS/D,0,0
BEEF BASIN 2013,B1_2,4,10/1/2013,KRLA2,0,0
BEEF BASIN 2013,B1_2,4,10/1/2013,KRLA2/D,0,0
BEEF BASIN 2013,B1_2,4,10/1/2013,MAFR3,0,0
BEEF BASIN 2013,B1_2,4,10/1/2013,PIED,0,0
BEEF BASIN 2013,B1_2,4,10/1/2013,PIED/D,0,0
BEEF BASIN 2013,B1_2,4,10/1/2013,YUBA,0,0
BEEF BASIN 2013,B1_2,4,10/1/2013,YUBA/D,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,AMUT,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,ARTR2,2,20000
BEEF BASIN 2013,B1_3,2,10/29/2013,ARTR2/D,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,ATCA2,7,70000
BEEF BASIN 2013,B1_3,2,10/29/2013,ATCA2/D,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,CEMO,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,CHNAA3,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,CHNAA3/D,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,CHVI8,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,CHVI8/D,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,CRAN4,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,EPVI,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,EPVI/D,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,JUOS,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,JUOS/D,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,KRLA2,47,470000
BEEF BASIN 2013,B1_3,2,10/29/2013,KRLA2/D,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,MAFR3,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,PIED,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,PIED/D,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,SHRO,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,SHRO/D,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,SYOR,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,SYOR/D,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,YUBA,0,0
BEEF BASIN 2013,B1_3,2,10/29/2013,YUBA/D,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,AMUT,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,ARTR2,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,ARTR2/D,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,ATCA2,11,110000
BEEF BASIN 2013,B1_3,3,10/29/2013,ATCA2/D,1,10000
BEEF BASIN 2013,B1_3,3,10/29/2013,CEMO,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,CHNAA3,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,CHNAA3/D,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,CHVI8,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,CHVI8/D,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,CRAN4,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,EPVI,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,EPVI/D,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,JUOS,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,JUOS/D,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,KRLA2,6,60000
BEEF BASIN 2013,B1_3,3,10/29/2013,KRLA2/D,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,MAFR3,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,PIED,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,PIED/D,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,SHRO,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,SHRO/D,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,SYOR,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,SYOR/D,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,YUBA,0,0
BEEF BASIN 2013,B1_3,3,10/29/2013,YUBA/D,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,AMUT,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,ARTR2,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,ARTR2/D,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,ATCA2,1,10000
BEEF BASIN 2013,B1_3,4,10/29/2013,ATCA2/D,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,CEMO,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,CHNAA3,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,CHNAA3/D,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,CHVI8,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,CHVI8/D,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,CRAN4,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,EPVI,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,EPVI/D,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,JUOS,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,JUOS/D,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,KRLA2,2,20000
BEEF BASIN 2013,B1_3,4,10/29/2013,KRLA2/D,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,MAFR3,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,PIED,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,PIED/D,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,SHRO,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,SHRO/D,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,SYOR,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,SYOR/D,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,YUBA,0,0
BEEF BASIN 2013,B1_3,4,10/29/2013,YUBA/D,0,0
BEEF BASIN 2013,B1_4,2,11/17/2013,AMUT,0,0
BEEF BASIN 2013,B1_4,2,11/17/2013,ARTR2,0,0
BEEF BASIN 2013,B1_4,2,11/17/2013,ARTR2/D,0,0
BEEF BASIN 2013,B1_4,2,11/17/2013,ATCA2,9,90000
BEEF BASIN 2013,B1_4,2,11/17/2013,ATCA2/D,0,0
BEEF BASIN 2013,B1_4,2,11/17/2013,CHVI8,0,0
BEEF BASIN 2013,B1_4,2,11/17/2013,CHVI8/D,0,0
BEEF BASIN 2013,B1_4,2,11/17/2013,CRAN4,0,0
BEEF BASIN 2013,B1_4,2,11/17/2013,EPVI,0,0
BEEF BASIN 2013,B1_4,2,11/17/2013,EPVI/D,0,0
BEEF BASIN 2013,B1_4,2,11/17/2013,JUOS,0,0
BEEF BASIN 2013,B1_4,2,11/17/2013,JUOS/D,0,0
BEEF BASIN 2013,B1_4,2,11/17/2013,KRLA2,27,270000
BEEF BASIN 2013,B1_4,2,11/17/2013,KRLA2/D,0,0
BEEF BASIN 2013,B1_4,2,11/17/2013,MAFR3,0,0
BEEF BASIN 2013,B1_4,2,11/17/2013,PIED,0,0
BEEF BASIN 2013,B1_4,2,11/17/2013,PIED/D,0,0
BEEF BASIN 2013,B1_4,2,11/17/2013,SHRO,0,0
BEEF BASIN 2013,B1_4,2,11/17/2013,SHRO/D,0,0
BEEF BASIN 2013,B1_4,2,11/17/2013,YUBA,0,0
BEEF BASIN 2013,B1_4,2,11/17/2013,YUBA/D,0,0
BEEF BASIN 2013,B1_4,3,11/17/2013,AMUT,0,0
BEEF BASIN 2013,B1_4,3,11/17/2013,ARTR2,0,0
BEEF BASIN 2013,B1_4,3,11/17/2013,ARTR2/D,0,0
BEEF BASIN 2013,B1_4,3,11/17/2013,ATCA2,3,30000
BEEF BASIN 2013,B1_4,3,11/17/2013,ATCA2/D,0,0
BEEF BASIN 2013,B1_4,3,11/17/2013,CHVI8,0,0
BEEF BASIN 2013,B1_4,3,11/17/2013,CHVI8/D,0,0
BEEF BASIN 2013,B1_4,3,11/17/2013,CRAN4,0,0
BEEF BASIN 2013,B1_4,3,11/17/2013,EPVI,0,0
BEEF BASIN 2013,B1_4,3,11/17/2013,EPVI/D,0,0
BEEF BASIN 2013,B1_4,3,11/17/2013,JUOS,0,0
BEEF BASIN 2013,B1_4,3,11/17/2013,JUOS/D,0,0
BEEF BASIN 2013,B1_4,3,11/17/2013,KRLA2,23,230000
BEEF BASIN 2013,B1_4,3,11/17/2013,KRLA2/D,0,0
BEEF BASIN 2013,B1_4,3,11/17/2013,MAFR3,0,0
BEEF BASIN 2013,B1_4,3,11/17/2013,PIED,0,0
BEEF BASIN 2013,B1_4,3,11/17/2013,PIED/D,0,0
BEEF BASIN 2013,B1_4,3,11/17/2013,SHRO,0,0
BEEF BASIN 2013,B1_4,3,11/17/2013,SHRO/D,0,0
BEEF BASIN 2013,B1_4,3,11/17/2013,YUBA,0,0
BEEF BASIN 2013,B1_4,3,11/17/2013,YUBA/D,0,0
BEEF BASIN 2013,B1_4,4,11/17/2013,AMUT,0,0
BEEF BASIN 2013,B1_4,4,11/17/2013,ARTR2,0,0
BEEF BASIN 2013,B1_4,4,11/17/2013,ARTR2/D,1,10000
BEEF BASIN 2013,B1_4,4,11/17/2013,ATCA2,1,10000
BEEF BASIN 2013,B1_4,4,11/17/2013,ATCA2/D,0,0
BEEF BASIN 2013,B1_4,4,11/17/2013,CHVI8,0,0
BEEF BASIN 2013,B1_4,4,11/17/2013,CHVI8/D,0,0
BEEF BASIN 2013,B1_4,4,11/17/2013,CRAN4,0,0
BEEF BASIN 2013,B1_4,4,11/17/2013,EPVI,0,0
BEEF BASIN 2013,B1_4,4,11/17/2013,EPVI/D,0,0
BEEF BASIN 2013,B1_4,4,11/17/2013,JUOS,0,0
BEEF BASIN 2013,B1_4,4,11/17/2013,JUOS/D,0,0
BEEF BASIN 2013,B1_4,4,11/17/2013,KRLA2,38,380000
BEEF BASIN 2013,B1_4,4,11/17/2013,KRLA2/D,0,0
BEEF BASIN 2013,B1_4,4,11/17/2013,MAFR3,0,0
BEEF BASIN 2013,B1_4,4,11/17/2013,PIED,0,0
BEEF BASIN 2013,B1_4,4,11/17/2013,PIED/D,0,0
BEEF BASIN 2013,B1_4,4,11/17/2013,SHRO,0,0
BEEF BASIN 2013,B1_4,4,11/17/2013,SHRO/D,0,0
BEEF BASIN 2013,B1_4,4,11/17/2013,YUBA,0,0
BEEF BASIN 2013,B1_4,4,11/17/2013,YUBA/D,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,AMUT,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,ARTR2,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,ARTR2/D,3,30000
BEEF BASIN 2013,B1_5,2,10/23/2013,ATCA2,18,180000
BEEF BASIN 2013,B1_5,2,10/23/2013,ATCA2/D,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,CEMO,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,CHVI8,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,CHVI8/D,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,CRAN4,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,EPVI,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,EPVI/D,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,JUOS,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,JUOS/D,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,KRLA2,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,KRLA2/D,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,MAFR3,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,PIED,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,PIED/D,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,SHRO,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,SHRO/D,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,SYOR,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,SYOR/D,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,YUBA,0,0
BEEF BASIN 2013,B1_5,2,10/23/2013,YUBA/D,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,AMUT,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,ARTR2,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,ARTR2/D,7,70000
BEEF BASIN 2013,B1_5,3,10/23/2013,ATCA2,3,30000
BEEF BASIN 2013,B1_5,3,10/23/2013,ATCA2/D,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,CEMO,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,CHVI8,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,CHVI8/D,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,CRAN4,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,EPVI,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,EPVI/D,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,JUOS,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,JUOS/D,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,KRLA2,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,KRLA2/D,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,MAFR3,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,PIED,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,PIED/D,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,SHRO,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,SHRO/D,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,SYOR,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,SYOR/D,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,YUBA,0,0
BEEF BASIN 2013,B1_5,3,10/23/2013,YUBA/D,0,0
BEEF BASIN 2013,B1_5,4,10/23/2013,AMUT,0,0
BEEF BASIN 2013,B1_5,4,10/23/2013,ARTR2,0,0
BEEF BASIN 2013,B1_5,4,10/23/2013,ARTR2/D,4,40000
BEEF BASIN 2013,B1_5,4,10/23/2013,ATCA2,5,50000
BEEF BASIN 2013,B1_5,4,10/23/2013,ATCA2/D,0,0
