Site,Plot,Line,Indicator,1st Hit N,1st Hit Avg,Any Hit N,Any Hit Avg
BEEF BASIN 2013,IL1_1,2,SHRO/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,2,SPCO,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,2,SPCO/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,2,SPCR,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,2,SPCR/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,2,UNKF10,1,0.017,1,0.017
BEEF BASIN 2013,IL1_1,2,UNKF11,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,2,UNKF14,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,2,UNKF9,1,0.017,1,0.017
BEEF BASIN 2013,IL1_1,2,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,2,YUAN2/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,2,Total Foliar,31,0.517,31,0.517
BEEF BASIN 2013,IL1_1,2,Total Litter,15,0.250,0,0.000
BEEF BASIN 2013,IL1_1,3,Bare Soil,11,0.183,,
BEEF BASIN 2013,IL1_1,3,ACHY,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,AMID,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,AMSIN,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,ARTR2,6,0.100,8,0.133
BEEF BASIN 2013,IL1_1,3,ARTR2/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,ARTR2/DP,1,0.017,1,0.017
BEEF BASIN 2013,IL1_1,3,ATCA2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,ATCA2/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,BAMU,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,BOGR,25,0.417,26,0.433
BEEF BASIN 2013,IL1_1,3,BOGR/D,1,0.017,1,0.017
BEEF BASIN 2013,IL1_1,3,BRTE,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,CHVI8,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,CHVI8/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,CHVI8/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,CLLU2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,DEPI,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,ECCOC,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,ERAB3,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,ERCI6,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,GRFA,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,GUSA,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,GUSA/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,HECO26,2,0.033,4,0.067
BEEF BASIN 2013,IL1_1,3,HECO26/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,HIJA,1,0.017,1,0.017
BEEF BASIN 2013,IL1_1,3,JUOS,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,JUOS/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,KRLA2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,LAAC3,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,LAOC3,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,OPPO,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,OPPO/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,PEPU9,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,PIED,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,PIED/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,PLPA2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,SALSO/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,SHRO/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,SPCO,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,SPCO/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,SPCR,1,0.017,1,0.017
BEEF BASIN 2013,IL1_1,3,SPCR/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,UNKF10,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,UNKF11,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,UNKF14,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,UNKF9,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,YUAN2/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,3,Total Foliar,37,0.617,37,0.617
BEEF BASIN 2013,IL1_1,3,Total Litter,16,0.267,0,0.000
BEEF BASIN 2013,IL1_1,4,Bare Soil,17,0.283,,
BEEF BASIN 2013,IL1_1,4,ACHY,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,AMID,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,AMSIN,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,ARTR2,8,0.133,8,0.133
BEEF BASIN 2013,IL1_1,4,ARTR2/D,3,0.050,3,0.050
BEEF BASIN 2013,IL1_1,4,ARTR2/DP,3,0.050,3,0.050
BEEF BASIN 2013,IL1_1,4,ATCA2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,ATCA2/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,BAMU,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,BOGR,13,0.217,15,0.250
BEEF BASIN 2013,IL1_1,4,BOGR/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,BRTE,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,CHVI8,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,CHVI8/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,CHVI8/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,CLLU2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,DEPI,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,ECCOC,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,ERAB3,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,ERCI6,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,GRFA,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,GUSA,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,GUSA/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,HECO26,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,HECO26/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,HIJA,0,0.000,1,0.017
BEEF BASIN 2013,IL1_1,4,JUOS,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,JUOS/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,KRLA2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,LAAC3,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,LAOC3,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,OPPO,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,OPPO/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,PEPU9,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,PIED,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,PIED/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,PLPA2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,SALSO/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,SHRO/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,SPCO,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,SPCO/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,SPCR,6,0.100,6,0.100
BEEF BASIN 2013,IL1_1,4,SPCR/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,UNKF10,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,UNKF11,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,UNKF14,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,UNKF9,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,YUAN2/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,4,Total Foliar,33,0.550,33,0.550
BEEF BASIN 2013,IL1_1,4,Total Litter,15,0.250,0,0.000
BEEF BASIN 2013,IL1_1,5,Bare Soil,16,0.267,,
BEEF BASIN 2013,IL1_1,5,ACHY,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,AMID,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,AMSIN,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,ARTR2,5,0.083,5,0.083
BEEF BASIN 2013,IL1_1,5,ARTR2/D,1,0.017,1,0.017
BEEF BASIN 2013,IL1_1,5,ARTR2/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,ATCA2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,ATCA2/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,BAMU,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,BOGR,23,0.383,23,0.383
BEEF BASIN 2013,IL1_1,5,BOGR/D,1,0.017,1,0.017
BEEF BASIN 2013,IL1_1,5,BRTE,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,CHVI8,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,CHVI8/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,CHVI8/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,CLLU2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,DEPI,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,ECCOC,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,ERAB3,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,ERCI6,1,0.017,1,0.017
BEEF BASIN 2013,IL1_1,5,GRFA,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,GUSA,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,GUSA/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,HECO26,2,0.033,2,0.033
BEEF BASIN 2013,IL1_1,5,HECO26/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,HIJA,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,JUOS,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,JUOS/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,KRLA2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,LAAC3,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,LAOC3,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,OPPO,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,OPPO/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,PEPU9,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,PIED,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,PIED/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,PLPA2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,SALSO/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,SHRO/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,SPCO,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,SPCO/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,SPCR,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,SPCR/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,UNKF10,2,0.033,2,0.033
BEEF BASIN 2013,IL1_1,5,UNKF11,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,UNKF14,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,UNKF9,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,YUAN2/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_1,5,Total Foliar,35,0.583,35,0.583
BEEF BASIN 2013,IL1_1,5,Total Litter,18,0.300,0,0.000
BEEF BASIN 2013,IL1_10,1,Bare Soil,7,0.117,,
BEEF BASIN 2013,IL1_10,1,ACHY,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,AMID,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,AMSIN,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,ARTR2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,ARTR2/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,ARTR2/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,ATCA2,2,0.033,2,0.033
BEEF BASIN 2013,IL1_10,1,ATCA2/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,BAMU,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,BOGR,21,0.350,21,0.350
BEEF BASIN 2013,IL1_10,1,BOGR/D,3,0.050,3,0.050
BEEF BASIN 2013,IL1_10,1,BRTE,1,0.017,2,0.033
BEEF BASIN 2013,IL1_10,1,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,CHVI8,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,CHVI8/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,CHVI8/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,CLLU2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,DEPI,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,ECCOC,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,ERAB3,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,ERCI6,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,GRFA,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,GUSA,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,GUSA/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,HECO26,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,HECO26/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,HIJA,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,JUOS,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,JUOS/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,KRLA2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,LAAC3,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,LAOC3,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,OPPO,1,0.017,1,0.017
BEEF BASIN 2013,IL1_10,1,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,OPPO/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,PEPU9,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,PIED,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,PIED/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,PLPA2,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,SALSO/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,SHRO/DP,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,SPCO,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,SPCO/D,0,0.000,0,0.000
BEEF BASIN 2013,IL1_10,1,SPCR,12,0.200,13,0.217
BEEF BASIN 2013,IL1_10,1,SPCR/D,0,0.000,0,0.000
