"","Site","Plot","Line","Indicator","X1st.Hit.N","X1st.Hit.Avg","Any.Hit.N","Any.Hit.Avg"
"2016","BEEF BASIN 2013","B1_7",3,"CHVI8",2,0.033,2,0.033
"2017","BEEF BASIN 2013","B1_7",3,"CLLU2",0,0,0,0
"2018","BEEF BASIN 2013","B1_7",3,"CRFL5",0,0,0,0
"2019","BEEF BASIN 2013","B1_7",3,"DEPI",0,0,0,0
"2020","BEEF BASIN 2013","B1_7",3,"DEPI/D",0,0,0,0
"2021","BEEF BASIN 2013","B1_7",3,"ECCOC",0,0,0,0
"2022","BEEF BASIN 2013","B1_7",3,"ECCOC/D",0,0,0,0
"2023","BEEF BASIN 2013","B1_7",3,"ELEL",0,0,0,0
"2024","BEEF BASIN 2013","B1_7",3,"EPVI",0,0,0,0
"2025","BEEF BASIN 2013","B1_7",3,"ERCI6",0,0,0,0
"2026","BEEF BASIN 2013","B1_7",3,"GRFA",0,0,0,0
"2027","BEEF BASIN 2013","B1_7",3,"GUSA",0,0,0,0
"2028","BEEF BASIN 2013","B1_7",3,"GUSA/D",0,0,0,0
"2029","BEEF BASIN 2013","B1_7",3,"HECO26",2,0.033,4,0.067
"2030","BEEF BASIN 2013","B1_7",3,"HECO26/D",0,0,0,0
"2031","BEEF BASIN 2013","B1_7",3,"HYACA2",0,0,0,0
"2032","BEEF BASIN 2013","B1_7",3,"JUOS",0,0,0,0
"2033","BEEF BASIN 2013","B1_7",3,"KRLA2",0,0,0,0
"2034","BEEF BASIN 2013","B1_7",3,"KRLA2/DP",0,0,0,0
"2035","BEEF BASIN 2013","B1_7",3,"LAOC3",0,0,0,0
"2036","BEEF BASIN 2013","B1_7",3,"LEMO2",0,0,0,0
"2037","BEEF BASIN 2013","B1_7",3,"MAFR3",0,0,0,0
"2038","BEEF BASIN 2013","B1_7",3,"MAFR3/DP",0,0,0,0
"2039","BEEF BASIN 2013","B1_7",3,"OENOT",0,0,0,0
"2040","BEEF BASIN 2013","B1_7",3,"OPPO",1,0.017,2,0.033
"2041","BEEF BASIN 2013","B1_7",3,"OPPO/D",0,0,0,0
"2042","BEEF BASIN 2013","B1_7",3,"OPPO/DP",0,0,1,0.017
"2043","BEEF BASIN 2013","B1_7",3,"PEPU7",0,0,0,0
"2044","BEEF BASIN 2013","B1_7",3,"PIED",0,0,0,0
"2045","BEEF BASIN 2013","B1_7",3,"PLPA2",0,0,0,0
"2046","BEEF BASIN 2013","B1_7",3,"SALS0",0,0,0,0
"2047","BEEF BASIN 2013","B1_7",3,"SALS0/D",0,0,0,0
"2048","BEEF BASIN 2013","B1_7",3,"SALS0/D",0,0,0,0
"2049","BEEF BASIN 2013","B1_7",3,"SPCO",0,0,0,0
"2050","BEEF BASIN 2013","B1_7",3,"SPCR",7,0.117,9,0.15
"2051","BEEF BASIN 2013","B1_7",3,"SPCR/D",0,0,0,0
"2052","BEEF BASIN 2013","B1_7",3,"UNKSPR",1,0.017,1,0.017
"2053","BEEF BASIN 2013","B1_7",4,"ACHY",1,0.017,1,0.017
"2054","BEEF BASIN 2013","B1_7",4,"AMID",0,0,0,0
"2055","BEEF BASIN 2013","B1_7",4,"AMSIN",0,0,0,0
"2056","BEEF BASIN 2013","B1_7",4,"ARPU9",0,0,0,0
"2057","BEEF BASIN 2013","B1_7",4,"ARTR2",4,0.067,4,0.067
"2058","BEEF BASIN 2013","B1_7",4,"ARTR2/D",2,0.033,2,0.033
"2059","BEEF BASIN 2013","B1_7",4,"ARTR2/DP",1,0.017,1,0.017
"2060","BEEF BASIN 2013","B1_7",4,"ATCA2",0,0,0,0
"2061","BEEF BASIN 2013","B1_7",4,"ATCA2/D",0,0,0,0
"2062","BEEF BASIN 2013","B1_7",4,"ATCA2/DP",0,0,0,0
"2063","BEEF BASIN 2013","B1_7",4,"BOGR",10,0.167,10,0.167
"2064","BEEF BASIN 2013","B1_7",4,"BOGR/D",1,0.017,1,0.017
"2065","BEEF BASIN 2013","B1_7",4,"BRTE",1,0.017,1,0.017
"2066","BEEF BASIN 2013","B1_7",4,"BRTE/D",0,0,0,0
"2067","BEEF BASIN 2013","B1_7",4,"CHDE2",0,0,0,0
"2068","BEEF BASIN 2013","B1_7",4,"CHNAA3",0,0,0,0
"2069","BEEF BASIN 2013","B1_7",4,"CHVI8/DP",0,0,0,0
"2070","BEEF BASIN 2013","B1_7",4,"CHVI8",1,0.017,1,0.017
"2071","BEEF BASIN 2013","B1_7",4,"CLLU2",0,0,0,0
"2072","BEEF BASIN 2013","B1_7",4,"CRFL5",0,0,0,0
"2073","BEEF BASIN 2013","B1_7",4,"DEPI",0,0,0,0
"2074","BEEF BASIN 2013","B1_7",4,"DEPI/D",0,0,0,0
"2075","BEEF BASIN 2013","B1_7",4,"ECCOC",0,0,0,0
"2076","BEEF BASIN 2013","B1_7",4,"ECCOC/D",0,0,0,0
"2077","BEEF BASIN 2013","B1_7",4,"ELEL",0,0,0,0
"2078","BEEF BASIN 2013","B1_7",4,"EPVI",0,0,0,0
"2079","BEEF BASIN 2013","B1_7",4,"ERCI6",0,0,0,0
"2080","BEEF BASIN 2013","B1_7",4,"GRFA",0,0,0,0
"2081","BEEF BASIN 2013","B1_7",4,"GUSA",0,0,0,0
"2082","BEEF BASIN 2013","B1_7",4,"GUSA/D",0,0,0,0
"2083","BEEF BASIN 2013","B1_7",4,"HECO26",1,0.017,1,0.017
"2084","BEEF BASIN 2013","B1_7",4,"HECO26/D",0,0,0,0
"2085","BEEF BASIN 2013","B1_7",4,"HYACA2",0,0,0,0
"2086","BEEF BASIN 2013","B1_7",4,"JUOS",0,0,0,0
"2087","BEEF BASIN 2013","B1_7",4,"KRLA2",0,0,0,0
"2088","BEEF BASIN 2013","B1_7",4,"KRLA2/DP",0,0,0,0
"2089","BEEF BASIN 2013","B1_7",4,"LAOC3",2,0.033,2,0.033
"2090","BEEF BASIN 2013","B1_7",4,"LEMO2",0,0,0,0
"2091","BEEF BASIN 2013","B1_7",4,"MAFR3",0,0,0,0
"2092","BEEF BASIN 2013","B1_7",4,"MAFR3/DP",0,0,0,0
"2093","BEEF BASIN 2013","B1_7",4,"OENOT",0,0,0,0
"2094","BEEF BASIN 2013","B1_7",4,"OPPO",0,0,0,0
"2095","BEEF BASIN 2013","B1_7",4,"OPPO/D",0,0,0,0
"2096","BEEF BASIN 2013","B1_7",4,"OPPO/DP",0,0,0,0
"2097","BEEF BASIN 2013","B1_7",4,"PEPU7",0,0,0,0
"2098","BEEF BASIN 2013","B1_7",4,"PIED",0,0,0,0
"2099","BEEF BASIN 2013","B1_7",4,"PLPA2",0,0,0,0
"2100","BEEF BASIN 2013","B1_7",4,"SALS0",0,0,0,0
"2101","BEEF BASIN 2013","B1_7",4,"SALS0/D",0,0,0,0
"2102","BEEF BASIN 2013","B1_7",4,"SALS0/D",0,0,0,0
"2103","BEEF BASIN 2013","B1_7",4,"SPCO",0,0,0,0
"2104","BEEF BASIN 2013","B1_7",4,"SPCR",11,0.183,12,0.2
"2105","BEEF BASIN 2013","B1_7",4,"SPCR/D",0,0,0,0
"2106","BEEF BASIN 2013","B1_7",4,"UNKSPR",0,0,0,0
"2107","BEEF BASIN 2013","B1_7",5,"ACHY",1,0.017,1,0.017
"2108","BEEF BASIN 2013","B1_7",5,"AMID",0,0,0,0
"2109","BEEF BASIN 2013","B1_7",5,"AMSIN",0,0,0,0
"2110","BEEF BASIN 2013","B1_7",5,"ARPU9",0,0,0,0
"2111","BEEF BASIN 2013","B1_7",5,"ARTR2",1,0.017,1,0.017
"2112","BEEF BASIN 2013","B1_7",5,"ARTR2/D",3,0.05,3,0.05
"2113","BEEF BASIN 2013","B1_7",5,"ARTR2/DP",1,0.017,2,0.033
"2114","BEEF BASIN 2013","B1_7",5,"ATCA2",1,0.017,1,0.017
"2115","BEEF BASIN 2013","B1_7",5,"ATCA2/D",0,0,0,0
"2116","BEEF BASIN 2013","B1_7",5,"ATCA2/DP",1,0.017,1,0.017
"2117","BEEF BASIN 2013","B1_7",5,"BOGR",8,0.133,8,0.133
"2118","BEEF BASIN 2013","B1_7",5,"BOGR/D",1,0.017,1,0.017
"2119","BEEF BASIN 2013","B1_7",5,"BRTE",0,0,0,0
"2120","BEEF BASIN 2013","B1_7",5,"BRTE/D",0,0,0,0
"2121","BEEF BASIN 2013","B1_7",5,"CHDE2",0,0,0,0
"2122","BEEF BASIN 2013","B1_7",5,"CHNAA3",0,0,0,0
"2123","BEEF BASIN 2013","B1_7",5,"CHVI8/DP",0,0,0,0
"2124","BEEF BASIN 2013","B1_7",5,"CHVI8",0,0,0,0
"2125","BEEF BASIN 2013","B1_7",5,"CLLU2",0,0,0,0
"2126","BEEF BASIN 2013","B1_7",5,"CRFL5",0,0,0,0
"2127","BEEF BASIN 2013","B1_7",5,"DEPI",0,0,0,0
"2128","BEEF BASIN 2013","B1_7",5,"DEPI/D",0,0,0,0
"2129","BEEF BASIN 2013","B1_7",5,"ECCOC",0,0,0,0
"2130","BEEF BASIN 2013","B1_7",5,"ECCOC/D",0,0,0,0
"2131","BEEF BASIN 2013","B1_7",5,"ELEL",0,0,0,0
"2132","BEEF BASIN 2013","B1_7",5,"EPVI",0,0,0,0
"2133","BEEF BASIN 2013","B1_7",5,"ERCI6",0,0,0,0
"2134","BEEF BASIN 2013","B1_7",5,"GRFA",0,0,0,0
"2135","BEEF BASIN 2013","B1_7",5,"GUSA",0,0,0,0
"2136","BEEF BASIN 2013","B1_7",5,"GUSA/D",0,0,0,0
"2137","BEEF BASIN 2013","B1_7",5,"HECO26",0,0,1,0.017
"2138","BEEF BASIN 2013","B1_7",5,"HECO26/D",0,0,0,0
"2139","BEEF BASIN 2013","B1_7",5,"HYACA2",0,0,0,0
"2140","BEEF BASIN 2013","B1_7",5,"JUOS",0,0,0,0
"2141","BEEF BASIN 2013","B1_7",5,"KRLA2",0,0,0,0
"2142","BEEF BASIN 2013","B1_7",5,"KRLA2/DP",0,0,0,0
"2143","BEEF BASIN 2013","B1_7",5,"LAOC3",1,0.017,2,0.033
"2144","BEEF BASIN 2013","B1_7",5,"LEMO2",0,0,0,0
"2145","BEEF BASIN 2013","B1_7",5,"MAFR3",0,0,0,0
"2146","BEEF BASIN 2013","B1_7",5,"MAFR3/DP",0,0,0,0
"2147","BEEF BASIN 2013","B1_7",5,"OENOT",0,0,0,0
"2148","BEEF BASIN 2013","B1_7",5,"OPPO",0,0,0,0
"2149","BEEF BASIN 2013","B1_7",5,"OPPO/D",0,0,0,0
"2150","BEEF BASIN 2013","B1_7",5,"OPPO/DP",0,0,0,0
"2151","BEEF BASIN 2013","B1_7",5,"PEPU7",0,0,0,0
"2152","BEEF BASIN 2013","B1_7",5,"PIED",0,0,0,0
"2153","BEEF BASIN 2013","B1_7",5,"PLPA2",0,0,0,0
"2154","BEEF BASIN 2013","B1_7",5,"SALS0",0,0,0,0
"2155","BEEF BASIN 2013","B1_7",5,"SALS0/D",0,0,0,0
"2156","BEEF BASIN 2013","B1_7",5,"SALS0/D",0,0,0,0
"2157","BEEF BASIN 2013","B1_7",5,"SPCO",0,0,0,0
"2158","BEEF BASIN 2013","B1_7",5,"SPCR",17,0.283,18,0.3
"2159","BEEF BASIN 2013","B1_7",5,"SPCR/D",0,0,0,0
"2160","BEEF BASIN 2013","B1_7",5,"UNKSPR",0,0,0,0
"2161","BEEF BASIN 2013","B1_8",1,"ACHY",0,0,0,0
"2162","BEEF BASIN 2013","B1_8",1,"AMID",0,0,0,0
"2163","BEEF BASIN 2013","B1_8",1,"AMSIN",0,0,0,0
"2164","BEEF BASIN 2013","B1_8",1,"ARPU9",0,0,0,0
"2165","BEEF BASIN 2013","B1_8",1,"ARTR2",0,0,0,0
"2166","BEEF BASIN 2013","B1_8",1,"ARTR2/D",0,0,0,0
"2167","BEEF BASIN 2013","B1_8",1,"ARTR2/DP",0,0,0,0
"2168","BEEF BASIN 2013","B1_8",1,"ATCA2",0,0,0,0
"2169","BEEF BASIN 2013","B1_8",1,"ATCA2/D",0,0,0,0
"2170","BEEF BASIN 2013","B1_8",1,"ATCA2/DP",0,0,0,0
"2171","BEEF BASIN 2013","B1_8",1,"BOGR",0,0,0,0
"2172","BEEF BASIN 2013","B1_8",1,"BOGR/D",0,0,0,0
"2173","BEEF BASIN 2013","B1_8",1,"BRTE",0,0,0,0
"2174","BEEF BASIN 2013","B1_8",1,"BRTE/D",0,0,0,0
"2175","BEEF BASIN 2013","B1_8",1,"CHDE2",0,0,0,0
"2176","BEEF BASIN 2013","B1_8",1,"CHNAA3",0,0,0,0
"2177","BEEF BASIN 2013","B1_8",1,"CHVI8/DP",0,0,0,0
"2178","BEEF BASIN 2013","B1_8",1,"CHVI8",0,0,0,0
"2179","BEEF BASIN 2013","B1_8",1,"CLLU2",0,0,0,0
"2180","BEEF BASIN 2013","B1_8",1,"CRFL5",0,0,0,0
"2181","BEEF BASIN 2013","B1_8",1,"DEPI",0,0,0,0
"2182","BEEF BASIN 2013","B1_8",1,"DEPI/D",0,0,0,0
"2183","BEEF BASIN 2013","B1_8",1,"ECCOC",0,0,0,0
"2184","BEEF BASIN 2013","B1_8",1,"ECCOC/D",0,0,0,0
"2185","BEEF BASIN 2013","B1_8",1,"ELEL",1,0.017,1,0.017
"2186","BEEF BASIN 2013","B1_8",1,"EPVI",0,0,0,0
"2187","BEEF BASIN 2013","B1_8",1,"ERCI6",0,0,0,0
"2188","BEEF BASIN 2013","B1_8",1,"GRFA",0,0,0,0
"2189","BEEF BASIN 2013","B1_8",1,"GUSA",0,0,0,0
"2190","BEEF BASIN 2013","B1_8",1,"GUSA/D",0,0,0,0
"2191","BEEF BASIN 2013","B1_8",1,"HECO26",0,0,0,0
"2192","BEEF BASIN 2013","B1_8",1,"HECO26/D",0,0,0,0
"2193","BEEF BASIN 2013","B1_8",1,"HYACA2",0,0,0,0
"2194","BEEF BASIN 2013","B1_8",1,"JUOS",0,0,0,0
"2195","BEEF BASIN 2013","B1_8",1,"KRLA2",1,0.017,1,0.017
"2196","BEEF BASIN 2013","B1_8",1,"KRLA2/DP",0,0,0,0
"2197","BEEF BASIN 2013","B1_8",1,"LAOC3",0,0,0,0
"2198","BEEF BASIN 2013","B1_8",1,"LEMO2",0,0,0,0
"2199","BEEF BASIN 2013","B1_8",1,"MAFR3",0,0,0,0
"2200","BEEF BASIN 2013","B1_8",1,"MAFR3/DP",0,0,0,0
"2201","BEEF BASIN 2013","B1_8",1,"OENOT",0,0,0,0
"2202","BEEF BASIN 2013","B1_8",1,"OPPO",2,0.033,2,0.033
"2203","BEEF BASIN 2013","B1_8",1,"OPPO/D",0,0,0,0
"2204","BEEF BASIN 2013","B1_8",1,"OPPO/DP",1,0.017,1,0.017
"2205","BEEF BASIN 2013","B1_8",1,"PEPU7",0,0,0,0
"2206","BEEF BASIN 2013","B1_8",1,"PIED",0,0,0,0
"2207","BEEF BASIN 2013","B1_8",1,"PLPA2",1,0.017,2,0.033
"2208","BEEF BASIN 2013","B1_8",1,"SALS0",0,0,0,0
"2209","BEEF BASIN 2013","B1_8",1,"SALS0/D",0,0,0,0
"2210","BEEF BASIN 2013","B1_8",1,"SALS0/D",0,0,0,0
"2211","BEEF BASIN 2013","B1_8",1,"SPCO",0,0,0,0
"2212","BEEF BASIN 2013","B1_8",1,"SPCR",19,0.317,22,0.367
"2213","BEEF BASIN 2013","B1_8",1,"SPCR/D",0,0,0,0
"2214","BEEF BASIN 2013","B1_8",1,"UNKSPR",0,0,0,0
"2215","BEEF BASIN 2013","B1_8",2,"ACHY",0,0,0,0
"2216","BEEF BASIN 2013","B1_8",2,"AMID",0,0,0,0
"2217","BEEF BASIN 2013","B1_8",2,"AMSIN",0,0,0,0
"2218","BEEF BASIN 2013","B1_8",2,"ARPU9",0,0,0,0
"2219","BEEF BASIN 2013","B1_8",2,"ARTR2",0,0,0,0
"2220","BEEF BASIN 2013","B1_8",2,"ARTR2/D",0,0,0,0
"2221","BEEF BASIN 2013","B1_8",2,"ARTR2/DP",0,0,0,0
"2222","BEEF BASIN 2013","B1_8",2,"ATCA2",0,0,0,0
"2223","BEEF BASIN 2013","B1_8",2,"ATCA2/D",0,0,0,0
"2224","BEEF BASIN 2013","B1_8",2,"ATCA2/DP",0,0,0,0
"2225","BEEF BASIN 2013","B1_8",2,"BOGR",0,0,0,0
"2226","BEEF BASIN 2013","B1_8",2,"BOGR/D",0,0,0,0
"2227","BEEF BASIN 2013","B1_8",2,"BRTE",0,0,0,0
"2228","BEEF BASIN 2013","B1_8",2,"BRTE/D",0,0,0,0
"2229","BEEF BASIN 2013","B1_8",2,"CHDE2",0,0,0,0
"2230","BEEF BASIN 2013","B1_8",2,"CHNAA3",0,0,0,0
"2231","BEEF BASIN 2013","B1_8",2,"CHVI8/DP",0,0,0,0
"2232","BEEF BASIN 2013","B1_8",2,"CHVI8",0,0,0,0
"2233","BEEF BASIN 2013","B1_8",2,"CLLU2",0,0,0,0
"2234","BEEF BASIN 2013","B1_8",2,"CRFL5",0,0,0,0
"2235","BEEF BASIN 2013","B1_8",2,"DEPI",0,0,0,0
"2236","BEEF BASIN 2013","B1_8",2,"DEPI/D",0,0,0,0
"2237","BEEF BASIN 2013","B1_8",2,"ECCOC",0,0,0,0
"2238","BEEF BASIN 2013","B1_8",2,"ECCOC/D",0,0,0,0
"2239","BEEF BASIN 2013","B1_8",2,"ELEL",0,0,0,0
"2240","BEEF BASIN 2013","B1_8",2,"EPVI",0,0,0,0
"2241","BEEF BASIN 2013","B1_8",2,"ERCI6",0,0,0,0
"2242","BEEF BASIN 2013","B1_8",2,"GRFA",0,0,0,0
"2243","BEEF BASIN 2013","B1_8",2,"GUSA",0,0,0,0
"2244","BEEF BASIN 2013","B1_8",2,"GUSA/D",0,0,0,0
"2245","BEEF BASIN 2013","B1_8",2,"HECO26",0,0,0,0
"2246","BEEF BASIN 2013","B1_8",2,"HECO26/D",0,0,0,0
"2247","BEEF BASIN 2013","B1_8",2,"HYACA2",0,0,0,0
"2248","BEEF BASIN 2013","B1_8",2,"JUOS",0,0,0,0
"2249","BEEF BASIN 2013","B1_8",2,"KRLA2",0,0,0,0
"2250","BEEF BASIN 2013","B1_8",2,"KRLA2/DP",0,0,0,0
"2251","BEEF BASIN 2013","B1_8",2,"LAOC3",5,0.083,5,0.083
"2252","BEEF BASIN 2013","B1_8",2,"LEMO2",0,0,0,0
"2253","BEEF BASIN 2013","B1_8",2,"MAFR3",0,0,0,0
"2254","BEEF BASIN 2013","B1_8",2,"MAFR3/DP",0,0,0,0
"2255","BEEF BASIN 2013","B1_8",2,"OENOT",0,0,0,0
"2256","BEEF BASIN 2013","B1_8",2,"OPPO",0,0,0,0
"2257","BEEF BASIN 2013","B1_8",2,"OPPO/D",0,0,0,0
"2258","BEEF BASIN 2013","B1_8",2,"OPPO/DP",0,0,0,0
"2259","BEEF BASIN 2013","B1_8",2,"PEPU7",0,0,0,0
"2260","BEEF BASIN 2013","B1_8",2,"PIED",0,0,0,0
"2261","BEEF BASIN 2013","B1_8",2,"PLPA2",1,0.017,2,0.033
"2262","BEEF BASIN 2013","B1_8",2,"SALS0",0,0,0,0
"2263","BEEF BASIN 2013","B1_8",2,"SALS0/D",0,0,0,0
"2264","BEEF BASIN 2013","B1_8",2,"SALS0/D",0,0,0,0
"2265","BEEF BASIN 2013","B1_8",2,"SPCO",0,0,0,0
"2266","BEEF BASIN 2013","B1_8",2,"SPCR",35,0.583,36,0.6
"2267","BEEF BASIN 2013","B1_8",2,"SPCR/D",0,0,0,0
"2268","BEEF BASIN 2013","B1_8",2,"UNKSPR",0,0,0,0
"2269","BEEF BASIN 2013","B1_8",3,"ACHY",0,0,0,0
"2270","BEEF BASIN 2013","B1_8",3,"AMID",0,0,0,0
"2271","BEEF BASIN 2013","B1_8",3,"AMSIN",0,0,0,0
"2272","BEEF BASIN 2013","B1_8",3,"ARPU9",0,0,0,0
"2273","BEEF BASIN 2013","B1_8",3,"ARTR2",0,0,0,0
"2274","BEEF BASIN 2013","B1_8",3,"ARTR2/D",0,0,0,0
"2275","BEEF BASIN 2013","B1_8",3,"ARTR2/DP",0,0,0,0
"2276","BEEF BASIN 2013","B1_8",3,"ATCA2",2,0.033,2,0.033
"2277","BEEF BASIN 2013","B1_8",3,"ATCA2/D",0,0,0,0
"2278","BEEF BASIN 2013","B1_8",3,"ATCA2/DP",0,0,0,0
"2279","BEEF BASIN 2013","B1_8",3,"BOGR",1,0.017,1,0.017
"2280","BEEF BASIN 2013","B1_8",3,"BOGR/D",0,0,0,0
"2281","BEEF BASIN 2013","B1_8",3,"BRTE",0,0,0,0
"2282","BEEF BASIN 2013","B1_8",3,"BRTE/D",0,0,0,0
"2283","BEEF BASIN 2013","B1_8",3,"CHDE2",0,0,0,0
"2284","BEEF BASIN 2013","B1_8",3,"CHNAA3",0,0,0,0
"2285","BEEF BASIN 2013","B1_8",3,"CHVI8/DP",0,0,0,0
"2286","BEEF BASIN 2013","B1_8",3,"CHVI8",0,0,0,0
"2287","BEEF BASIN 2013","B1_8",3,"CLLU2",1,0.017,1,0.017
"2288","BEEF BASIN 2013","B1_8",3,"CRFL5",0,0,0,0
"2289","BEEF BASIN 2013","B1_8",3,"DEPI",0,0,0,0
"2290","BEEF BASIN 2013","B1_8",3,"DEPI/D",0,0,0,0
"2291","BEEF BASIN 2013","B1_8",3,"ECCOC",0,0,0,0
"2292","BEEF BASIN 2013","B1_8",3,"ECCOC/D",0,0,0,0
"2293","BEEF BASIN 2013","B1_8",3,"ELEL",0,0,0,0
"2294","BEEF BASIN 2013","B1_8",3,"EPVI",0,0,0,0
"2295","BEEF BASIN 2013","B1_8",3,"ERCI6",1,0.017,1,0.017
"2296","BEEF BASIN 2013","B1_8",3,"GRFA",0,0,0,0
"2297","BEEF BASIN 2013","B1_8",3,"GUSA",0,0,0,0
"2298","BEEF BASIN 2013","B1_8",3,"GUSA/D",0,0,0,0
"2299","BEEF BASIN 2013","B1_8",3,"HECO26",0,0,0,0
"2300","BEEF BASIN 2013","B1_8",3,"HECO26/D",0,0,0,0
"2301","BEEF BASIN 2013","B1_8",3,"HYACA2",0,0,0,0
"2302","BEEF BASIN 2013","B1_8",3,"JUOS",0,0,0,0
"2303","BEEF BASIN 2013","B1_8",3,"KRLA2",0,0,0,0
"2304","BEEF BASIN 2013","B1_8",3,"KRLA2/DP",0,0,0,0
"2305","BEEF BASIN 2013","B1_8",3,"LAOC3",1,0.017,2,0.033
"2306","BEEF BASIN 2013","B1_8",3,"LEMO2",0,0,0,0
"2307","BEEF BASIN 2013","B1_8",3,"MAFR3",0,0,0,0
"2308","BEEF BASIN 2013","B1_8",3,"MAFR3/DP",0,0,0,0
"2309","BEEF BASIN 2013","B1_8",3,"OENOT",0,0,0,0
"2310","BEEF BASIN 2013","B1_8",3,"OPPO",0,0,0,0
"2311","BEEF BASIN 2013","B1_8",3,"OPPO/D",0,0,0,0
"2312","BEEF BASIN 2013","B1_8",3,"OPPO/DP",0,0,0,0
"2313","BEEF BASIN 2013","B1_8",3,"PEPU7",0,0,0,0
"2314","BEEF BASIN 2013","B1_8",3,"PIED",0,0,0,0
"2315","BEEF BASIN 2013","B1_8",3,"PLPA2",0,0,1,0.017
"2316","BEEF BASIN 2013","B1_8",3,"SALS0",0,0,0,0
"2317","BEEF BASIN 2013","B1_8",3,"SALS0/D",0,0,0,0
"2318","BEEF BASIN 2013","B1_8",3,"SALS0/D",0,0,0,0
"2319","BEEF BASIN 2013","B1_8",3,"SPCO",0,0,0,0
"2320","BEEF BASIN 2013","B1_8",3,"SPCR",25,0.417,25,0.417
"2321","BEEF BASIN 2013","B1_8",3,"SPCR/D",0,0,0,0
"2322","BEEF BASIN 2013","B1_8",3,"UNKSPR",0,0,0,0
"2323","BEEF BASIN 2013","B1_8",4,"ACHY",0,0,0,0
"2324","BEEF BASIN 2013","B1_8",4,"AMID",0,0,0,0
"2325","BEEF BASIN 2013","B1_8",4,"AMSIN",0,0,0,0
"2326","BEEF BASIN 2013","B1_8",4,"ARPU9",0,0,0,0
"2327","BEEF BASIN 2013","B1_8",4,"ARTR2",0,0,0,0
"2328","BEEF BASIN 2013","B1_8",4,"ARTR2/D",0,0,0,0
"2329","BEEF BASIN 2013","B1_8",4,"ARTR2/DP",0,0,0,0
"2330","BEEF BASIN 2013","B1_8",4,"ATCA2",0,0,0,0
"2331","BEEF BASIN 2013","B1_8",4,"ATCA2/D",0,0,0,0
"2332","BEEF BASIN 2013","B1_8",4,"ATCA2/DP",0,0,0,0
"2333","BEEF BASIN 2013","B1_8",4,"BOGR",0,0,0,0
"2334","BEEF BASIN 2013","B1_8",4,"BOGR/D",0,0,0,0
"2335","BEEF BASIN 2013","B1_8",4,"BRTE",2,0.033,2,0.033
"2336","BEEF BASIN 2013","B1_8",4,"BRTE/D",0,0,0,0
"2337","BEEF BASIN 2013","B1_8",4,"CHDE2",0,0,0,0
"2338","BEEF BASIN 2013","B1_8",4,"CHNAA3",0,0,0,0
"2339","BEEF BASIN 2013","B1_8",4,"CHVI8/DP",0,0,0,0
"2340","BEEF BASIN 2013","B1_8",4,"CHVI8",0,0,0,0
"2341","BEEF BASIN 2013","B1_8",4,"CLLU2",0,0,0,0
"2342","BEEF BASIN 2013","B1_8",4,"CRFL5",0,0,0,0
"2343","BEEF BASIN 2013","B1_8",4,"DEPI",0,0,0,0
"2344","BEEF BASIN 2013","B1_8",4,"DEPI/D",0,0,0,0
"2345","BEEF BASIN 2013","B1_8",4,"ECCOC",0,0,0,0
"2346","BEEF BASIN 2013","B1_8",4,"ECCOC/D",0,0,0,0
"2347","BEEF BASIN 2013","B1_8",4,"ELEL",0,0,0,0
"2348","BEEF BASIN 2013","B1_8",4,"EPVI",0,0,0,0
"2349","BEEF BASIN 2013","B1_8",4,"ERCI6",0,0,0,0
"2350","BEEF BASIN 2013","B1_8",4,"GRFA",0,0,0,0
"2351","BEEF BASIN 2013","B1_8",4,"GUSA",0,0,0,0
"2352","BEEF BASIN 2013","B1_8",4,"GUSA/D",0,0,0,0
"2353","BEEF BASIN 2013","B1_8",4,"HECO26",0,0,0,0
"2354","BEEF BASIN 2013","B1_8",4,"HECO26/D",0,0,0,0
"2355","BEEF BASIN 2013","B1_8",4,"HYACA2",0,0,0,0
"2356","BEEF BASIN 2013","B1_8",4,"JUOS",0,0,0,0
"2357","BEEF BASIN 2013","B1_8",4,"KRLA2",0,0,0,0
"2358","BEEF BASIN 2013","B1_8",4,"KRLA2/DP",0,0,0,0
"2359","BEEF BASIN 2013","B1_8",4,"LAOC3",5,0.083,5,0.083
"2360","BEEF BASIN 2013","B1_8",4,"LEMO2",0,0,0,0
"2361","BEEF BASIN 2013","B1_8",4,"MAFR3",0,0,0,0
"2362","BEEF BASIN 2013","B1_8",4,"MAFR3/DP",0,0,0,0
"2363","BEEF BASIN 2013","B1_8",4,"OENOT",0,0,0,0
"2364","BEEF BASIN 2013","B1_8",4,"OPPO",0,0,0,0
"2365","BEEF BASIN 2013","B1_8",4,"OPPO/D",0,0,0,0
"2366","BEEF BASIN 2013","B1_8",4,"OPPO/DP",0,0,0,0
"2367","BEEF BASIN 2013","B1_8",4,"PEPU7",0,0,0,0
"2368","BEEF BASIN 2013","B1_8",4,"PIED",0,0,0,0
"2369","BEEF BASIN 2013","B1_8",4,"PLPA2",1,0.017,3,0.05
"2370","BEEF BASIN 2013","B1_8",4,"SALS0",0,0,0,0
"2371","BEEF BASIN 2013","B1_8",4,"SALS0/D",0,0,0,0
"2372","BEEF BASIN 2013","B1_8",4,"SALS0/D",0,0,0,0
"2373","BEEF BASIN 2013","B1_8",4,"SPCO",0,0,0,0
"2374","BEEF BASIN 2013","B1_8",4,"SPCR",24,0.4,26,0.433
