Site,Plot,Line,Indicator,1st Hit N,1st Hit Avg,Any Hit N,Any Hit Avg
BEEF BASIN 2013,1,1,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,1,1,MAFR3,0,0.000,0,0.000
BEEF BASIN 2013,1,1,MAFR3/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,1,MAGR2,0,0.000,0,0.000
BEEF BASIN 2013,1,1,OPPO,0,0.000,0,0.000
BEEF BASIN 2013,1,1,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,1,1,OPPO/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,1,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,1,1,PEPU9,0,0.000,0,0.000
BEEF BASIN 2013,1,1,PHAU3,0,0.000,0,0.000
BEEF BASIN 2013,1,1,PHAU3/D,0,0.000,0,0.000
BEEF BASIN 2013,1,1,PHAUA3,0,0.000,0,0.000
BEEF BASIN 2013,1,1,PIED,0,0.000,0,0.000
BEEF BASIN 2013,1,1,PIED/D,0,0.000,0,0.000
BEEF BASIN 2013,1,1,PIED/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,1,PLPA2,0,0.000,0,0.000
BEEF BASIN 2013,1,1,PSSP,0,0.000,0,0.000
BEEF BASIN 2013,1,1,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,1,1,SHRO,0,0.000,0,0.000
BEEF BASIN 2013,1,1,SHRO/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,1,SPCO4,0,0.000,0,0.000
BEEF BASIN 2013,1,1,SPCR,0,0.000,0,0.000
BEEF BASIN 2013,1,1,SPCR/D,0,0.000,0,0.000
BEEF BASIN 2013,1,1,STUPID,0,0.000,0,0.000
BEEF BASIN 2013,1,1,SYOR2,0,0.000,0,0.000
BEEF BASIN 2013,1,1,SYOR2/D,0,0.000,0,0.000
BEEF BASIN 2013,1,1,UNKCLOVER,0,0.000,0,0.000
BEEF BASIN 2013,1,1,UNKF2A,0,0.000,0,0.000
BEEF BASIN 2013,1,1,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,1,1,YUBA,0,0.000,0,0.000
BEEF BASIN 2013,1,1,YUBA/D,0,0.000,0,0.000
BEEF BASIN 2013,1,1,YUBA/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,1,Total Foliar,8,0.133,8,0.133
BEEF BASIN 2013,1,1,Total Litter,7,0.117,0,0.000
BEEF BASIN 2013,1,3,Bare Soil,6,0.100,,
BEEF BASIN 2013,1,3,ACHY,0,0.000,0,0.000
BEEF BASIN 2013,1,3,ACHY/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,AF01,0,0.000,0,0.000
BEEF BASIN 2013,1,3,AMSIN,0,0.000,0,0.000
BEEF BASIN 2013,1,3,AMUT,0,0.000,0,0.000
BEEF BASIN 2013,1,3,AMUT/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,3,ARNO4,0,0.000,0,0.000
BEEF BASIN 2013,1,3,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,1,3,ARPU9/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,ARTR2,0,0.000,0,0.000
BEEF BASIN 2013,1,3,ARTR2/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,ARTR2/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,3,ATCA2,0,0.000,0,0.000
BEEF BASIN 2013,1,3,ATCA2/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,3,BAMU,0,0.000,0,0.000
BEEF BASIN 2013,1,3,BOGR,0,0.000,0,0.000
BEEF BASIN 2013,1,3,BOGR/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,BOGR2,0,0.000,0,0.000
BEEF BASIN 2013,1,3,BOGR2/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,BRTE,0,0.000,0,0.000
BEEF BASIN 2013,1,3,CEIN7,0,0.000,0,0.000
BEEF BASIN 2013,1,3,CEIN7/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,CEMO2,0,0.000,0,0.000
BEEF BASIN 2013,1,3,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,3,CHVI8,2,0.033,2,0.033
BEEF BASIN 2013,1,3,CHVI8/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,CHVI8/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,3,CRAN4,0,0.000,0,0.000
BEEF BASIN 2013,1,3,CRFL5,0,0.000,0,0.000
BEEF BASIN 2013,1,3,ECCO5/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,ECCOC,0,0.000,0,0.000
BEEF BASIN 2013,1,3,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,1,3,ELEL5,0,0.000,0,0.000
BEEF BASIN 2013,1,3,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,1,3,ERCI6,0,0.000,0,0.000
BEEF BASIN 2013,1,3,ERMI4,0,0.000,0,0.000
BEEF BASIN 2013,1,3,FRAN2,0,0.000,0,0.000
BEEF BASIN 2013,1,3,GRFA,0,0.000,0,0.000
BEEF BASIN 2013,1,3,GUMI,0,0.000,0,0.000
BEEF BASIN 2013,1,3,GUSA,0,0.000,0,0.000
BEEF BASIN 2013,1,3,GUSA/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,GUSA/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,3,GUSA2,0,0.000,0,0.000
BEEF BASIN 2013,1,3,GUSA2/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,HECO26,0,0.000,0,0.000
BEEF BASIN 2013,1,3,HECO26/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,HYACA2,0,0.000,0,0.000
BEEF BASIN 2013,1,3,HYFI/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,JUOS,2,0.033,2,0.033
BEEF BASIN 2013,1,3,JUOS/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,JUOS/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,3,KRLA2,0,0.000,0,0.000
BEEF BASIN 2013,1,3,KRLA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,3,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,1,3,MAFR3,0,0.000,0,0.000
BEEF BASIN 2013,1,3,MAFR3/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,3,MAGR2,0,0.000,0,0.000
BEEF BASIN 2013,1,3,OPPO,0,0.000,0,0.000
BEEF BASIN 2013,1,3,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,OPPO/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,3,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,1,3,PEPU9,0,0.000,0,0.000
BEEF BASIN 2013,1,3,PHAU3,0,0.000,0,0.000
BEEF BASIN 2013,1,3,PHAU3/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,PHAUA3,0,0.000,0,0.000
BEEF BASIN 2013,1,3,PIED,5,0.083,5,0.083
BEEF BASIN 2013,1,3,PIED/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,PIED/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,3,PLPA2,0,0.000,0,0.000
BEEF BASIN 2013,1,3,PSSP,1,0.017,1,0.017
BEEF BASIN 2013,1,3,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,1,3,SHRO,0,0.000,0,0.000
BEEF BASIN 2013,1,3,SHRO/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,3,SPCO4,0,0.000,0,0.000
BEEF BASIN 2013,1,3,SPCR,0,0.000,0,0.000
BEEF BASIN 2013,1,3,SPCR/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,STUPID,0,0.000,0,0.000
BEEF BASIN 2013,1,3,SYOR2,0,0.000,0,0.000
BEEF BASIN 2013,1,3,SYOR2/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,UNKCLOVER,0,0.000,0,0.000
BEEF BASIN 2013,1,3,UNKF2A,0,0.000,0,0.000
BEEF BASIN 2013,1,3,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,1,3,YUBA,0,0.000,0,0.000
BEEF BASIN 2013,1,3,YUBA/D,0,0.000,0,0.000
BEEF BASIN 2013,1,3,YUBA/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,3,Total Foliar,10,0.167,10,0.167
BEEF BASIN 2013,1,3,Total Litter,11,0.183,0,0.000
BEEF BASIN 2013,1,5,Bare Soil,5,0.083,,
BEEF BASIN 2013,1,5,ACHY,0,0.000,0,0.000
BEEF BASIN 2013,1,5,ACHY/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,AF01,0,0.000,0,0.000
BEEF BASIN 2013,1,5,AMSIN,0,0.000,0,0.000
BEEF BASIN 2013,1,5,AMUT,0,0.000,0,0.000
BEEF BASIN 2013,1,5,AMUT/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,5,ARNO4,0,0.000,0,0.000
BEEF BASIN 2013,1,5,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,1,5,ARPU9/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,ARTR2,0,0.000,0,0.000
BEEF BASIN 2013,1,5,ARTR2/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,ARTR2/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,5,ATCA2,0,0.000,0,0.000
BEEF BASIN 2013,1,5,ATCA2/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,5,BAMU,0,0.000,0,0.000
BEEF BASIN 2013,1,5,BOGR,0,0.000,0,0.000
BEEF BASIN 2013,1,5,BOGR/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,BOGR2,0,0.000,0,0.000
BEEF BASIN 2013,1,5,BOGR2/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,BRTE,0,0.000,0,0.000
BEEF BASIN 2013,1,5,CEIN7,1,0.017,1,0.017
BEEF BASIN 2013,1,5,CEIN7/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,CEMO2,0,0.000,0,0.000
BEEF BASIN 2013,1,5,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,5,CHVI8,1,0.017,1,0.017
BEEF BASIN 2013,1,5,CHVI8/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,CHVI8/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,5,CRAN4,0,0.000,0,0.000
BEEF BASIN 2013,1,5,CRFL5,0,0.000,0,0.000
BEEF BASIN 2013,1,5,ECCO5/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,ECCOC,0,0.000,0,0.000
BEEF BASIN 2013,1,5,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,1,5,ELEL5,0,0.000,0,0.000
BEEF BASIN 2013,1,5,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,1,5,ERCI6,0,0.000,0,0.000
BEEF BASIN 2013,1,5,ERMI4,0,0.000,0,0.000
BEEF BASIN 2013,1,5,FRAN2,0,0.000,0,0.000
BEEF BASIN 2013,1,5,GRFA,0,0.000,0,0.000
BEEF BASIN 2013,1,5,GUMI,0,0.000,0,0.000
BEEF BASIN 2013,1,5,GUSA,0,0.000,0,0.000
BEEF BASIN 2013,1,5,GUSA/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,GUSA/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,5,GUSA2,0,0.000,0,0.000
BEEF BASIN 2013,1,5,GUSA2/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,HECO26,0,0.000,0,0.000
BEEF BASIN 2013,1,5,HECO26/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,HYACA2,0,0.000,0,0.000
BEEF BASIN 2013,1,5,HYFI/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,JUOS,4,0.067,4,0.067
BEEF BASIN 2013,1,5,JUOS/D,1,0.017,1,0.017
BEEF BASIN 2013,1,5,JUOS/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,5,KRLA2,0,0.000,0,0.000
BEEF BASIN 2013,1,5,KRLA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,5,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,1,5,MAFR3,0,0.000,0,0.000
BEEF BASIN 2013,1,5,MAFR3/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,5,MAGR2,0,0.000,0,0.000
BEEF BASIN 2013,1,5,OPPO,0,0.000,0,0.000
BEEF BASIN 2013,1,5,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,OPPO/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,5,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,1,5,PEPU9,0,0.000,0,0.000
BEEF BASIN 2013,1,5,PHAU3,0,0.000,0,0.000
BEEF BASIN 2013,1,5,PHAU3/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,PHAUA3,0,0.000,0,0.000
BEEF BASIN 2013,1,5,PIED,14,0.233,14,0.233
BEEF BASIN 2013,1,5,PIED/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,PIED/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,5,PLPA2,0,0.000,0,0.000
BEEF BASIN 2013,1,5,PSSP,0,0.000,0,0.000
BEEF BASIN 2013,1,5,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,1,5,SHRO,0,0.000,0,0.000
BEEF BASIN 2013,1,5,SHRO/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,5,SPCO4,0,0.000,0,0.000
BEEF BASIN 2013,1,5,SPCR,0,0.000,0,0.000
BEEF BASIN 2013,1,5,SPCR/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,STUPID,0,0.000,0,0.000
BEEF BASIN 2013,1,5,SYOR2,0,0.000,0,0.000
BEEF BASIN 2013,1,5,SYOR2/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,UNKCLOVER,0,0.000,0,0.000
BEEF BASIN 2013,1,5,UNKF2A,0,0.000,0,0.000
BEEF BASIN 2013,1,5,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,1,5,YUBA,0,0.000,0,0.000
BEEF BASIN 2013,1,5,YUBA/D,0,0.000,0,0.000
BEEF BASIN 2013,1,5,YUBA/DP,0,0.000,0,0.000
BEEF BASIN 2013,1,5,Total Foliar,21,0.350,21,0.350
BEEF BASIN 2013,1,5,Total Litter,17,0.283,0,0.000
BEEF BASIN 2013,10,1,Bare Soil,11,0.183,,
BEEF BASIN 2013,10,1,ACHY,1,0.017,1,0.017
BEEF BASIN 2013,10,1,ACHY/D,0,0.000,0,0.000
BEEF BASIN 2013,10,1,AF01,0,0.000,0,0.000
BEEF BASIN 2013,10,1,AMSIN,0,0.000,0,0.000
BEEF BASIN 2013,10,1,AMUT,0,0.000,0,0.000
BEEF BASIN 2013,10,1,AMUT/DP,0,0.000,0,0.000
BEEF BASIN 2013,10,1,ARNO4,0,0.000,0,0.000
BEEF BASIN 2013,10,1,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,10,1,ARPU9/D,0,0.000,0,0.000
BEEF BASIN 2013,10,1,ARTR2,0,0.000,0,0.000
BEEF BASIN 2013,10,1,ARTR2/D,1,0.017,2,0.033
BEEF BASIN 2013,10,1,ARTR2/DP,0,0.000,0,0.000
BEEF BASIN 2013,10,1,ATCA2,0,0.000,0,0.000
BEEF BASIN 2013,10,1,ATCA2/D,0,0.000,0,0.000
BEEF BASIN 2013,10,1,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,10,1,BAMU,0,0.000,0,0.000
BEEF BASIN 2013,10,1,BOGR,0,0.000,0,0.000
BEEF BASIN 2013,10,1,BOGR/D,0,0.000,0,0.000
BEEF BASIN 2013,10,1,BOGR2,1,0.017,2,0.033
BEEF BASIN 2013,10,1,BOGR2/D,0,0.000,0,0.000
BEEF BASIN 2013,10,1,BRTE,0,0.000,0,0.000
BEEF BASIN 2013,10,1,CEIN7,0,0.000,0,0.000
BEEF BASIN 2013,10,1,CEIN7/D,0,0.000,0,0.000
BEEF BASIN 2013,10,1,CEMO2,0,0.000,0,0.000
BEEF BASIN 2013,10,1,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,10,1,CHVI8,0,0.000,0,0.000
BEEF BASIN 2013,10,1,CHVI8/D,0,0.000,0,0.000
BEEF BASIN 2013,10,1,CHVI8/DP,0,0.000,0,0.000
BEEF BASIN 2013,10,1,CRAN4,0,0.000,0,0.000
BEEF BASIN 2013,10,1,CRFL5,0,0.000,0,0.000
BEEF BASIN 2013,10,1,ECCO5/D,0,0.000,0,0.000
BEEF BASIN 2013,10,1,ECCOC,0,0.000,0,0.000
BEEF BASIN 2013,10,1,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,10,1,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,10,1,ELEL5,0,0.000,0,0.000
BEEF BASIN 2013,10,1,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,10,1,ERCI6,0,0.000,0,0.000
BEEF BASIN 2013,10,1,ERMI4,0,0.000,0,0.000
BEEF BASIN 2013,10,1,FRAN2,0,0.000,0,0.000
BEEF BASIN 2013,10,1,GRFA,0,0.000,0,0.000
BEEF BASIN 2013,10,1,GUMI,0,0.000,0,0.000
BEEF BASIN 2013,10,1,GUSA,1,0.017,2,0.033
BEEF BASIN 2013,10,1,GUSA/D,0,0.000,0,0.000
BEEF BASIN 2013,10,1,GUSA/DP,0,0.000,0,0.000
BEEF BASIN 2013,10,1,GUSA2,0,0.000,0,0.000
BEEF BASIN 2013,10,1,GUSA2/D,0,0.000,0,0.000
BEEF BASIN 2013,10,1,HECO26,7,0.117,7,0.117
BEEF BASIN 2013,10,1,HECO26/D,1,0.017,1,0.017
BEEF BASIN 2013,10,1,HYACA2,0,0.000,0,0.000
BEEF BASIN 2013,10,1,HYFI/D,0,0.000,0,0.000
BEEF BASIN 2013,10,1,JUOS,0,0.000,0,0.000
BEEF BASIN 2013,10,1,JUOS/D,3,0.050,3,0.050
BEEF BASIN 2013,10,1,JUOS/DP,0,0.000,0,0.000
BEEF BASIN 2013,10,1,KRLA2,0,0.000,0,0.000
BEEF BASIN 2013,10,1,KRLA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,10,1,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,10,1,MAFR3,0,0.000,0,0.000
BEEF BASIN 2013,10,1,MAFR3/DP,0,0.000,0,0.000
BEEF BASIN 2013,10,1,MAGR2,0,0.000,0,0.000
BEEF BASIN 2013,10,1,OPPO,0,0.000,0,0.000
BEEF BASIN 2013,10,1,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,10,1,OPPO/DP,0,0.000,0,0.000
BEEF BASIN 2013,10,1,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,10,1,PEPU9,0,0.000,0,0.000
BEEF BASIN 2013,10,1,PHAU3,0,0.000,0,0.000
BEEF BASIN 2013,10,1,PHAU3/D,0,0.000,0,0.000
BEEF BASIN 2013,10,1,PHAUA3,0,0.000,0,0.000
BEEF BASIN 2013,10,1,PIED,12,0.200,12,0.200
BEEF BASIN 2013,10,1,PIED/D,0,0.000,0,0.000
BEEF BASIN 2013,10,1,PIED/DP,0,0.000,0,0.000
BEEF BASIN 2013,10,1,PLPA2,0,0.000,0,0.000
BEEF BASIN 2013,10,1,PSSP,0,0.000,0,0.000
BEEF BASIN 2013,10,1,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,10,1,SHRO,0,0.000,0,0.000
BEEF BASIN 2013,10,1,SHRO/DP,0,0.000,0,0.000
BEEF BASIN 2013,10,1,SPCO4,0,0.000,0,0.000
BEEF BASIN 2013,10,1,SPCR,1,0.017,1,0.017
BEEF BASIN 2013,10,1,SPCR/D,0,0.000,0,0.000
BEEF BASIN 2013,10,1,STUPID,0,0.000,0,0.000
BEEF BASIN 2013,10,1,SYOR2,0,0.000,0,0.000
BEEF BASIN 2013,10,1,SYOR2/D,0,0.000,0,0.000
BEEF BASIN 2013,10,1,UNKCLOVER,0,0.000,0,0.000
BEEF BASIN 2013,10,1,UNKF2A,0,0.000,0,0.000
BEEF BASIN 2013,10,1,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,10,1,YUBA,0,0.000,0,0.000
BEEF BASIN 2013,10,1,YUBA/D,0,0.000,0,0.000
BEEF BASIN 2013,10,1,YUBA/DP,0,0.000,0,0.000
BEEF BASIN 2013,10,1,Total Foliar,28,0.467,28,0.467
BEEF BASIN 2013,10,1,Total Litter,35,0.583,0,0.000
BEEF BASIN 2013,10,3,Bare Soil,7,0.117,,
BEEF BASIN 2013,10,3,ACHY,0,0.000,0,0.000
BEEF BASIN 2013,10,3,ACHY/D,0,0.000,0,0.000
BEEF BASIN 2013,10,3,AF01,0,0.000,0,0.000
BEEF BASIN 2013,10,3,AMSIN,0,0.000,0,0.000
BEEF BASIN 2013,10,3,AMUT,0,0.000,0,0.000
BEEF BASIN 2013,10,3,AMUT/DP,0,0.000,0,0.000
BEEF BASIN 2013,10,3,ARNO4,0,0.000,0,0.000
BEEF BASIN 2013,10,3,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,10,3,ARPU9/D,0,0.000,0,0.000
BEEF BASIN 2013,10,3,ARTR2,0,0.000,0,0.000
BEEF BASIN 2013,10,3,ARTR2/D,0,0.000,0,0.000
BEEF BASIN 2013,10,3,ARTR2/DP,0,0.000,0,0.000
BEEF BASIN 2013,10,3,ATCA2,0,0.000,0,0.000
BEEF BASIN 2013,10,3,ATCA2/D,0,0.000,0,0.000
BEEF BASIN 2013,10,3,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,10,3,BAMU,0,0.000,0,0.000
BEEF BASIN 2013,10,3,BOGR,0,0.000,0,0.000
BEEF BASIN 2013,10,3,BOGR/D,0,0.000,0,0.000
BEEF BASIN 2013,10,3,BOGR2,0,0.000,0,0.000
BEEF BASIN 2013,10,3,BOGR2/D,0,0.000,0,0.000
BEEF BASIN 2013,10,3,BRTE,0,0.000,0,0.000
BEEF BASIN 2013,10,3,CEIN7,0,0.000,0,0.000
BEEF BASIN 2013,10,3,CEIN7/D,0,0.000,0,0.000
BEEF BASIN 2013,10,3,CEMO2,0,0.000,0,0.000
BEEF BASIN 2013,10,3,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,10,3,CHVI8,0,0.000,0,0.000
BEEF BASIN 2013,10,3,CHVI8/D,0,0.000,0,0.000
BEEF BASIN 2013,10,3,CHVI8/DP,0,0.000,0,0.000
BEEF BASIN 2013,10,3,CRAN4,0,0.000,0,0.000
BEEF BASIN 2013,10,3,CRFL5,0,0.000,0,0.000
BEEF BASIN 2013,10,3,ECCO5/D,0,0.000,0,0.000
BEEF BASIN 2013,10,3,ECCOC,0,0.000,0,0.000
BEEF BASIN 2013,10,3,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,10,3,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,10,3,ELEL5,0,0.000,0,0.000
BEEF BASIN 2013,10,3,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,10,3,ERCI6,0,0.000,0,0.000
BEEF BASIN 2013,10,3,ERMI4,0,0.000,0,0.000
BEEF BASIN 2013,10,3,FRAN2,0,0.000,0,0.000
BEEF BASIN 2013,10,3,GRFA,0,0.000,0,0.000
BEEF BASIN 2013,10,3,GUMI,0,0.000,0,0.000
BEEF BASIN 2013,10,3,GUSA,0,0.000,0,0.000
