Site,Plot,Line,Indicator,1st Hit N,1st Hit Avg,Any Hit N,Any Hit Avg
BEEF BASIN 2013,B1_1,1,LAOC3,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,1,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,1,MAFR3,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,1,MAFR3/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,1,OENOT,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,1,OPPO,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,1,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,1,OPPO/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,1,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,1,PIED,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,1,PLPA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,1,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,1,SALSO/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,1,SPCO,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,1,SPCR,35,0.583,35,0.583
BEEF BASIN 2013,B1_1,1,SPCR/D,2,0.033,2,0.033
BEEF BASIN 2013,B1_1,1,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,1,Total Foliar,40,0.667,40,0.667
BEEF BASIN 2013,B1_1,1,Total Litter,41,0.683,0,0.000
BEEF BASIN 2013,B1_1,2,Bare Soil,8,0.133,,
BEEF BASIN 2013,B1_1,2,ACHY,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,AMID,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,AMSIN,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,ARTR2,3,0.050,3,0.050
BEEF BASIN 2013,B1_1,2,ARTR2/D,2,0.033,2,0.033
BEEF BASIN 2013,B1_1,2,ARTR2/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,ATCA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,ATCA2/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,BOGR,6,0.100,7,0.117
BEEF BASIN 2013,B1_1,2,BOGR/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,BRTE,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,BRTE/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,CHDE2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,CHNAA3,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,CHVI8,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,CLLU2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,CRFL5,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,DEPI,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,DEPI/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,ECCOC,1,0.017,1,0.017
BEEF BASIN 2013,B1_1,2,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,ERCI6,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,GRFA,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,GUSA,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,GUSA/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,HECO26,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,HECO26/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,HYACA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,JUOS,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,KRLA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,KRLA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,LAOC3,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,MAFR3,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,MAFR3/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,OENOT,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,OPPO,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,OPPO/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,PIED,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,PLPA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,SALSO/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,SPCO,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,SPCR,32,0.533,32,0.533
BEEF BASIN 2013,B1_1,2,SPCR/D,1,0.017,1,0.017
BEEF BASIN 2013,B1_1,2,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,2,Total Foliar,45,0.750,45,0.750
BEEF BASIN 2013,B1_1,2,Total Litter,21,0.350,0,0.000
BEEF BASIN 2013,B1_1,3,Bare Soil,2,0.033,,
BEEF BASIN 2013,B1_1,3,ACHY,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,AMID,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,AMSIN,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,ARTR2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,ARTR2/D,6,0.100,8,0.133
BEEF BASIN 2013,B1_1,3,ARTR2/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,ATCA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,ATCA2/D,1,0.017,1,0.017
BEEF BASIN 2013,B1_1,3,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,BOGR,1,0.017,1,0.017
BEEF BASIN 2013,B1_1,3,BOGR/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,BRTE,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,BRTE/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,CHDE2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,CHNAA3,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,CHVI8,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,CLLU2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,CRFL5,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,DEPI,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,DEPI/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,ECCOC,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,ERCI6,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,GRFA,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,GUSA,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,GUSA/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,HECO26,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,HECO26/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,HYACA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,JUOS,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,KRLA2,2,0.033,2,0.033
BEEF BASIN 2013,B1_1,3,KRLA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,LAOC3,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,MAFR3,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,MAFR3/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,OENOT,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,OPPO,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,OPPO/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,PIED,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,PLPA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,SALSO/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,SPCO,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,SPCR,38,0.633,40,0.667
BEEF BASIN 2013,B1_1,3,SPCR/D,0,0.000,1,0.017
BEEF BASIN 2013,B1_1,3,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,3,Total Foliar,48,0.800,48,0.800
BEEF BASIN 2013,B1_1,3,Total Litter,28,0.467,0,0.000
BEEF BASIN 2013,B1_1,4,Bare Soil,6,0.100,,
BEEF BASIN 2013,B1_1,4,ACHY,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,AMID,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,AMSIN,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,ARTR2,5,0.083,5,0.083
BEEF BASIN 2013,B1_1,4,ARTR2/D,1,0.017,1,0.017
BEEF BASIN 2013,B1_1,4,ARTR2/DP,2,0.033,2,0.033
BEEF BASIN 2013,B1_1,4,ATCA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,ATCA2/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,BOGR,5,0.083,5,0.083
BEEF BASIN 2013,B1_1,4,BOGR/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,BRTE,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,BRTE/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,CHDE2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,CHNAA3,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,CHVI8,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,CLLU2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,CRFL5,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,DEPI,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,DEPI/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,ECCOC,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,ERCI6,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,GRFA,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,GUSA,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,GUSA/D,0,0.000,1,0.017
BEEF BASIN 2013,B1_1,4,HECO26,0,0.000,1,0.017
BEEF BASIN 2013,B1_1,4,HECO26/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,HYACA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,JUOS,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,KRLA2,1,0.017,1,0.017
BEEF BASIN 2013,B1_1,4,KRLA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,LAOC3,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,MAFR3,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,MAFR3/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,OENOT,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,OPPO,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,OPPO/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,PIED,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,PLPA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,SALSO/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,SPCO,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,SPCR,31,0.517,32,0.533
BEEF BASIN 2013,B1_1,4,SPCR/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,4,Total Foliar,45,0.750,45,0.750
BEEF BASIN 2013,B1_1,4,Total Litter,17,0.283,0,0.000
BEEF BASIN 2013,B1_1,5,Bare Soil,8,0.133,,
BEEF BASIN 2013,B1_1,5,ACHY,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,AMID,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,AMSIN,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,ARTR2,2,0.033,2,0.033
BEEF BASIN 2013,B1_1,5,ARTR2/D,1,0.017,1,0.017
BEEF BASIN 2013,B1_1,5,ARTR2/DP,2,0.033,2,0.033
BEEF BASIN 2013,B1_1,5,ATCA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,ATCA2/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,BOGR,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,BOGR/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,BRTE,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,BRTE/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,CHDE2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,CHNAA3,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,CHVI8,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,CLLU2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,CRFL5,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,DEPI,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,DEPI/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,ECCOC,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,ERCI6,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,GRFA,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,GUSA,0,0.000,1,0.017
BEEF BASIN 2013,B1_1,5,GUSA/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,HECO26,1,0.017,1,0.017
BEEF BASIN 2013,B1_1,5,HECO26/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,HYACA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,JUOS,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,KRLA2,0,0.000,1,0.017
BEEF BASIN 2013,B1_1,5,KRLA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,LAOC3,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,MAFR3,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,MAFR3/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,OENOT,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,OPPO,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,OPPO/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,PIED,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,PLPA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,SALSO/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,SPCO,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,SPCR,35,0.583,37,0.617
BEEF BASIN 2013,B1_1,5,SPCR/D,1,0.017,1,0.017
BEEF BASIN 2013,B1_1,5,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,B1_1,5,Total Foliar,42,0.700,42,0.700
BEEF BASIN 2013,B1_1,5,Total Litter,21,0.350,0,0.000
BEEF BASIN 2013,B1_10,1,Bare Soil,13,0.217,,
BEEF BASIN 2013,B1_10,1,ACHY,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,AMID,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,AMSIN,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,ARTR2,1,0.017,1,0.017
BEEF BASIN 2013,B1_10,1,ARTR2/D,4,0.067,4,0.067
BEEF BASIN 2013,B1_10,1,ARTR2/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,ATCA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,ATCA2/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,BOGR,28,0.467,29,0.483
BEEF BASIN 2013,B1_10,1,BOGR/D,1,0.017,1,0.017
BEEF BASIN 2013,B1_10,1,BRTE,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,BRTE/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,CHDE2,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,CHNAA3,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,CHVI8,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,CLLU2,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,CRFL5,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,DEPI,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,DEPI/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,ECCOC,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,ERCI6,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,GRFA,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,GUSA,4,0.067,5,0.083
BEEF BASIN 2013,B1_10,1,GUSA/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,HECO26,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,HECO26/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,HYACA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,JUOS,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,KRLA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,KRLA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,LAOC3,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,MAFR3,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,MAFR3/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,OENOT,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,OPPO,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,OPPO/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,PIED,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,PLPA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,SALSO/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,SPCO,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,SPCR,1,0.017,1,0.017
BEEF BASIN 2013,B1_10,1,SPCR/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,1,Total Foliar,39,0.650,39,0.650
BEEF BASIN 2013,B1_10,1,Total Litter,10,0.167,0,0.000
BEEF BASIN 2013,B1_10,2,Bare Soil,7,0.117,,
BEEF BASIN 2013,B1_10,2,ACHY,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,AMID,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,AMSIN,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,ARTR2,2,0.033,2,0.033
BEEF BASIN 2013,B1_10,2,ARTR2/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,ARTR2/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,ATCA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,ATCA2/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,BOGR,25,0.417,27,0.450
BEEF BASIN 2013,B1_10,2,BOGR/D,6,0.100,6,0.100
BEEF BASIN 2013,B1_10,2,BRTE,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,BRTE/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,CHDE2,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,CHNAA3,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,CHVI8,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,CLLU2,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,CRFL5,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,DEPI,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,DEPI/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,ECCOC,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,ERCI6,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,GRFA,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,GUSA,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,GUSA/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,HECO26,1,0.017,1,0.017
BEEF BASIN 2013,B1_10,2,HECO26/D,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,HYACA2,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,JUOS,0,0.000,0,0.000
BEEF BASIN 2013,B1_10,2,KRLA2,2,0.033,2,0.033
BEEF BASIN 2013,B1_10,2,KRLA2/DP,0,0.000,0,0.000
