"","ACHY","AMID","ARPU9","ARTR2","ARTR2.D","ATCA2","ATCA2.D","Bare.Soil","BOGR2","BOGR2.D","BRTE","CHLE4","CHVI8","CHVI8.D","ECCOC","ELEL5","EPVI","ERCI6","GRFA","GUSA2","GUSA2.D","HECO26","HECO26.D","JUOS","KRLA2","LEMO2","OPPO","OPPO.D","PEPU7","PHAU3","PIED","PIED.D","PLPA2","SALSO","SPCR","SPCR.D","CLLU2","LAOC3","SALSO.D","SPCO","HIJA"
"43",0,0,0,0.122222222222222,0,0,0,0.344444444444444,0.377777777777778,0.0111111111111111,0,0.0222222222222222,0,0,0,0,0,0.0111111111111111,0.0888888888888889,0,0.0111111111111111,0.311111111111111,0,0,0,0,0.0444444444444444,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0
"44",0,0,0,0.0111111111111111,0.111111111111111,0,0,0.344444444444444,0.177777777777778,0.0222222222222222,0,0,0.288888888888889,0.0111111111111111,0,0,0,0,0,0,0,0.288888888888889,0,0.155555555555556,0,0,0,0,0,0.0111111111111111,0.122222222222222,0.0111111111111111,0,0,0.144444444444444,0,0,0,0,0,0
"47",0.0333333333333333,0,0,0.0111111111111111,0.0666666666666667,0.0222222222222222,0,0.355555555555556,0.533333333333333,0.0444444444444444,0,0,0.0555555555555556,0,0,0,0.0111111111111111,0,0,0,0.0444444444444444,0.155555555555556,0,0,0,0,0,0,0,0,0.211111111111111,0,0,0,0.0444444444444444,0,0,0,0,0,0
"48",0.0333333333333333,0,0,0.133333333333333,0.0222222222222222,0.0222222222222222,0.0333333333333333,0.344444444444444,0.333333333333333,0,0,0,0.0888888888888889,0,0,0,0,0,0,0,0,0.255555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0.277777777777778,0,0,0,0,0,0
"50",0.0555555555555556,0,0,0.111111111111111,0.0777777777777778,0.122222222222222,0.0111111111111111,0.355555555555556,0,0,0.0111111111111111,0,0.0111111111111111,0,0,0,0,0,0,0,0,0.0111111111111111,0,0.133333333333333,0,0,0,0,0,0,0.377777777777778,0,0,0,0.211111111111111,0,0,0,0,0,0
"57",0.0222222222222222,0,0,0.0444444444444444,0.155555555555556,0,0.0333333333333333,0.277777777777778,0.111111111111111,0.0222222222222222,0,0,0,0,0,0,0,0,0,0.0111111111111111,0,0.666666666666667,0,0,0.0111111111111111,0,0,0,0,0,0,0,0,0.0111111111111111,0,0,0,0,0,0,0
"59",0.0111111111111111,0,0,0,0.0666666666666667,0.0111111111111111,0.0222222222222222,0.433333333333333,0.211111111111111,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0.188888888888889,0,0,0,0,0,0,0,0,0,0.322222222222222,0,0,0,0,0,0
"60",0.0111111111111111,0,0,0.0222222222222222,0.144444444444444,0.0444444444444444,0,0.322222222222222,0.0888888888888889,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0,0,0.133333333333333,0,0,0,0,0,0,0,0,0.0111111111111111,0.511111111111111,0.0444444444444444,0,0,0,0,0
"61",0.0555555555555556,0,0,0,0,0.0222222222222222,0,0.233333333333333,0.255555555555556,0.0222222222222222,0,0,0.0666666666666667,0,0,0,0,0,0,0.0111111111111111,0,0.0111111111111111,0,0.411111111111111,0,0.0111111111111111,0,0,0,0,0.188888888888889,0.0444444444444444,0,0,0,0,0,0,0,0,0
"67",0.0444444444444444,0,0,0,0,0.177777777777778,0.0222222222222222,0.166666666666667,0.511111111111111,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0.233333333333333,0,0.0555555555555556,0,0,0,0,0,0,0,0.0666666666666667,0,0,0.222222222222222,0,0,0,0,0,0
"68",0,0,0,0.0111111111111111,0.0333333333333333,0.0666666666666667,0.0444444444444444,0.388888888888889,0.344444444444444,0.0222222222222222,0.0222222222222222,0,0,0,0,0,0,0,0,0,0,0.0111111111111111,0,0,0.0777777777777778,0,0,0,0,0,0,0,0,0,0.366666666666667,0,0,0,0,0,0
"73",0,0,0,0,0.0666666666666667,0.0333333333333333,0.0222222222222222,0.266666666666667,0.611111111111111,0.0111111111111111,0.0444444444444444,0.0111111111111111,0,0,0,0,0,0,0,0,0.0111111111111111,0.533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0777777777777778,0,0,0,0,0,0
"77",0.1,0,0,0,0,0.0333333333333333,0,0.144444444444444,0.388888888888889,0,0.0222222222222222,0,0,0,0,0.0111111111111111,0,0,0,0.0111111111111111,0.0222222222222222,0.433333333333333,0.0111111111111111,0.0555555555555556,0,0,0,0,0,0,0.188888888888889,0.0222222222222222,0,0,0.0222222222222222,0,0,0,0,0,0
"80",0.0555555555555556,0,0,0.0333333333333333,0.0666666666666667,0,0,0.4,0.688888888888889,0.1,0,0,0,0,0,0,0.0222222222222222,0,0,0,0.0444444444444444,0.311111111111111,0,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0.0222222222222222,0,0,0,0,0,0
"82",0.0666666666666667,0,0,0,0.0666666666666667,0.0333333333333333,0,0.355555555555556,0.644444444444444,0.0222222222222222,0,0.0111111111111111,0.0555555555555556,0,0,0.0111111111111111,0,0,0,0,0,0.0777777777777778,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0,0.177777777777778,0,0,0,0,0,0
"90",0,0,0,0.0555555555555556,0.0333333333333333,0.0888888888888889,0,0.4,0.877777777777778,0.0222222222222222,0.0111111111111111,0.0111111111111111,0,0,0,0,0,0,0,0,0,0.0777777777777778,0,0,0,0,0.0222222222222222,0,0,0,0,0,0,0,0.0888888888888889,0,0,0,0,0,0
"B1_1",0,0,0,0.1,0.08,0,0.00666666666666667,0.18,0.0933333333333333,0.00666666666666667,0,0,0,0,0.00666666666666667,0,0,0,0,0.00666666666666667,0.00666666666666667,0.0133333333333333,0,0,0.0266666666666667,0,0,0,0,0,0,0,0,0,1.17333333333333,0.0333333333333333,0,0,0,0,0
"B1_10",0,0,0,0.02,0.0466666666666667,0,0,0.226666666666667,0.96,0.0533333333333333,0,0,0,0,0,0,0,0,0,0.06,0,0.166666666666667,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0,0.0133333333333333,0.00666666666666667,0,0,0,0,0
"B1_2",0,0,0,0,0,0.12,0,0.233333333333333,0.166666666666667,0,0.0133333333333333,0,0,0,0,0,0,0.0133333333333333,0,0.0266666666666667,0,0.133333333333333,0,0,0.0133333333333333,0,0.0266666666666667,0,0.00666666666666667,0,0,0,0,0.00666666666666667,0.74,0,0,0,0,0,0
"B1_3",0.0133333333333333,0,0.06,0,0,0.04,0,0.413333333333333,0.146666666666667,0.0333333333333333,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0.0133333333333333,0,0.146666666666667,0,0,0,0,0,0,0.00666666666666667,0.726666666666667,0,0,0,0.00666666666666667,0,0
"B1_4",0,0,0,0,0.0133333333333333,0.0333333333333333,0,0.26,0.153333333333333,0.0333333333333333,0.06,0.00666666666666667,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0.76,0.00666666666666667,0,0.0666666666666667,0,0,0
"B1_5",0,0,0,0,0.0133333333333333,0.0933333333333333,0,0.373333333333333,0.466666666666667,0.0133333333333333,0.0133333333333333,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.113333333333333,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.0133333333333333,0,0,0,0,0
"B1_6",0,0,0,0,0.02,0.0866666666666667,0,0.2,0.553333333333333,0.0333333333333333,0.0333333333333333,0.00666666666666667,0.0133333333333333,0,0,0.00666666666666667,0,0,0,0.0133333333333333,0,0.08,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.546666666666667,0.00666666666666667,0,0,0,0,0
"B1_7",0.0333333333333333,0,0,0.173333333333333,0.08,0.02,0,0.206666666666667,0.446666666666667,0.0266666666666667,0.00666666666666667,0.0133333333333333,0.02,0,0,0,0,0,0.0133333333333333,0,0,0.06,0,0,0,0,0.02,0,0,0,0,0,0.00666666666666667,0,0.466666666666667,0,0,0.04,0,0,0
"B1_8",0,0.00666666666666667,0,0,0,0.0133333333333333,0,0.293333333333333,0.00666666666666667,0,0.0133333333333333,0,0,0,0,0.00666666666666667,0,0.00666666666666667,0,0,0,0,0,0,0.00666666666666667,0,0.02,0,0,0,0,0,0.0733333333333333,0,0.866666666666667,0,0.00666666666666667,0.106666666666667,0,0,0
"B1_9",0,0,0,0,0.0466666666666667,0,0,0.26,0.32,0.0133333333333333,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0.213333333333333,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.713333333333333,0.0133333333333333,0,0,0,0,0
"B2_1",0,0.0266666666666667,0.00666666666666667,0,0,0,0,0.446666666666667,0.453333333333333,0.0266666666666667,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0.0466666666666667,0,0,0.0666666666666667,0,0.1,0,0,0,0,0,0.00666666666666667,0,0.406666666666667,0,0.00666666666666667,0.0533333333333333,0,0,0
"B2_10",0,0,0,0.06,0.0666666666666667,0,0,0.466666666666667,0.413333333333333,0.0266666666666667,0,0,0,0,0,0,0,0,0.0266666666666667,0,0,0.333333333333333,0.0133333333333333,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0
"B2_2",0,0,0,0,0.06,0.0466666666666667,0,0.293333333333333,0.873333333333333,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0
"B2_4",0,0,0,0.02,0.02,0,0,0.2,0.726666666666667,0.0333333333333333,0.00666666666666667,0,0,0,0,0,0,0,0.00666666666666667,0,0,0.0666666666666667,0,0,0.0333333333333333,0,0,0,0,0,0,0,0,0.00666666666666667,0.26,0.02,0,0,0,0,0
"B2_5",0.0266666666666667,0,0,0,0.04,0,0,0.233333333333333,0.706666666666667,0.0266666666666667,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.126666666666667,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.38,0.0133333333333333,0,0,0,0,0
"B2_6",0.00666666666666667,0,0,0,0.00666666666666667,0.00666666666666667,0,0.313333333333333,0.64,0.02,0,0,0.06,0,0,0,0,0,0.0133333333333333,0,0,0.193333333333333,0,0,0.00666666666666667,0,0.0266666666666667,0,0,0,0,0,0.00666666666666667,0,0.14,0.00666666666666667,0,0,0,0,0
"B2_7",0.00666666666666667,0,0,0,0.12,0,0.0133333333333333,0.313333333333333,0.68,0.02,0,0,0.00666666666666667,0,0.00666666666666667,0,0,0,0,0.00666666666666667,0.00666666666666667,0.113333333333333,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0.22,0,0,0.0133333333333333,0,0,0
"B2_8",0,0,0,0,0,0,0,0.553333333333333,0.353333333333333,0.1,0,0,0,0,0,0,0,0,0,0,0,0.0266666666666667,0,0,0,0,0.16,0.00666666666666667,0,0,0,0,0,0,0.506666666666667,0.0333333333333333,0,0,0,0,0
"B2_9",0,0,0,0.0333333333333333,0.04,0.00666666666666667,0,0.46,0.706666666666667,0.04,0,0,0,0,0,0,0,0,0,0,0,0.133333333333333,0,0,0.0266666666666667,0,0,0,0,0,0,0,0,0,0.2,0.00666666666666667,0,0,0,0,0
"B3_1",0.0266666666666667,0,0,0.0133333333333333,0.04,0,0,0.36,0.466666666666667,0.04,0,0,0,0,0,0,0.00666666666666667,0,0,0.166666666666667,0.0133333333333333,0.353333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0266666666666667,0.00666666666666667,0,0,0,0,0
"B3_10",0,0,0,0.106666666666667,0.0466666666666667,0.02,0,0.273333333333333,0.446666666666667,0.0133333333333333,0,0,0,0,0,0.00666666666666667,0,0,0,0.00666666666666667,0.00666666666666667,0.12,0.00666666666666667,0.0333333333333333,0.0133333333333333,0,0,0,0,0,0.0333333333333333,0,0,0,0.28,0,0,0,0.00666666666666667,0,0
"B3_2",0,0,0,0,0.0133333333333333,0,0,0.393333333333333,0.413333333333333,0.0466666666666667,0,0,0,0,0,0.00666666666666667,0,0,0,0.0333333333333333,0,0.233333333333333,0.00666666666666667,0,0.0266666666666667,0,0.00666666666666667,0,0,0,0,0,0,0,0.293333333333333,0,0,0,0,0,0
"B3_3",0,0,0,0,0,0.00666666666666667,0,0.573333333333333,0.453333333333333,0.0266666666666667,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0.06,0.213333333333333,0.0266666666666667,0,0.0133333333333333,0.0133333333333333,0,0
"B3_4",0,0.00666666666666667,0,0,0,0.0266666666666667,0,0.233333333333333,0.68,0.02,0.00666666666666667,0,0,0,0,0,0,0.04,0,0,0,0.0533333333333333,0,0,0,0,0.173333333333333,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0.533333333333333,0.00666666666666667,0,0.0133333333333333,0,0,0
"B3_5",0,0,0,0,0,0,0,0.46,0.246666666666667,0,0,0,0,0,0,0,0,0.0133333333333333,0,0.00666666666666667,0,0.0133333333333333,0,0.00666666666666667,0.00666666666666667,0,0,0,0,0,0,0,0,0.0866666666666667,0.613333333333333,0.02,0.00666666666666667,0,0.00666666666666667,0,0
"B3_6",0.0133333333333333,0,0,0.00666666666666667,0.153333333333333,0.0266666666666667,0,0.273333333333333,0.586666666666667,0.0533333333333333,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.00666666666666667,0.333333333333333,0.02,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.213333333333333,0,0,0,0,0,0
"B3_7",0.0266666666666667,0,0,0.0133333333333333,0.0933333333333333,0.0333333333333333,0,0.313333333333333,0.506666666666667,0.0266666666666667,0,0,0,0,0,0,0.0133333333333333,0,0,0.14,0.0466666666666667,0.393333333333333,0.00666666666666667,0,0,0,0,0,0,0,0.02,0,0,0,0.0333333333333333,0,0,0,0,0,0
"B3_8",0,0,0,0,0.0133333333333333,0,0,0.366666666666667,0.753333333333333,0.04,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0.0733333333333333,0.00666666666666667,0,0.00666666666666667,0,0,0
"B3_9",0,0.00666666666666667,0,0,0,0,0,0.34,0.926666666666667,0.02,0.00666666666666667,0,0,0,0,0,0,0,0.00666666666666667,0,0,0.0533333333333333,0.00666666666666667,0,0,0,0.0933333333333333,0,0,0,0,0,0.0266666666666667,0,0.186666666666667,0.00666666666666667,0,0.0133333333333333,0,0,0
"B4_1",0.0266666666666667,0,0,0.00666666666666667,0.04,0.0133333333333333,0.02,0.306666666666667,0.506666666666667,0.0266666666666667,0,0,0,0,0,0,0,0,0,0.04,0.04,0.386666666666667,0.0133333333333333,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0,0,0,0,0.153333333333333,0,0,0,0,0.00666666666666667,0
"B4_10",0.0133333333333333,0,0,0,0.0333333333333333,0.0533333333333333,0,0.58,0.286666666666667,0.02,0,0,0.00666666666666667,0,0,0,0,0,0,0.0666666666666667,0.02,0.513333333333333,0,0.00666666666666667,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B4_2",0.00666666666666667,0,0.00666666666666667,0.00666666666666667,0.0466666666666667,0.04,0,0.32,0.406666666666667,0.02,0.0133333333333333,0,0,0,0,0,0,0,0,0.0533333333333333,0.0133333333333333,0.04,0,0,0,0,0.0266666666666667,0,0.00666666666666667,0,0,0,0,0,0.173333333333333,0,0,0,0,0,0
"B4_3",0,0,0,0.00666666666666667,0.113333333333333,0.00666666666666667,0,0.333333333333333,0.693333333333333,0.1,0,0,0,0,0,0,0,0,0,0.02,0.0133333333333333,0.133333333333333,0,0,0,0.00666666666666667,0,0,0,0,0.04,0,0,0,0.0666666666666667,0,0,0,0,0,0
"B4_4",0.0133333333333333,0,0,0,0.0666666666666667,0,0,0.366666666666667,0.58,0.0533333333333333,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.22,0.0133333333333333,0.00666666666666667,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.246666666666667,0,0,0,0,0,0
"B4_6",0,0,0,0.0733333333333333,0.0333333333333333,0,0,0.273333333333333,0.266666666666667,0.04,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0.126666666666667,0,0,0.0133333333333333,0,0.02,0,0,0,0,0,0,0,0.706666666666667,0.0133333333333333,0,0,0,0,0
"B4_7",0,0,0,0,0.02,0.0333333333333333,0,0.16,0.8,0.06,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0.00666666666666667,0,0.02,0.00666666666666667,0,0,0,0,0,0,0.306666666666667,0.0266666666666667,0,0,0.00666666666666667,0,0
"B4_8",0.0133333333333333,0,0,0,0,0.0866666666666667,0,0.246666666666667,0,0,0.16,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0,0,0.246666666666667,0,0,0,0,0,0,0,0.853333333333333,0.0133333333333333,0,0,0.00666666666666667,0,0
"B4_9",0.04,0,0,0,0.04,0.00666666666666667,0,0.293333333333333,0.24,0.0333333333333333,0,0,0,0,0,0.00666666666666667,0,0,0,0.02,0.00666666666666667,0.206666666666667,0,0.02,0,0,0.0266666666666667,0.00666666666666667,0,0,0.126666666666667,0,0,0,0.166666666666667,0,0,0,0,0,0
"IL1_1",0,0,0,0.22,0.0466666666666667,0,0,0.446666666666667,0.653333333333333,0.0333333333333333,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0.0733333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0933333333333333,0,0,0,0,0,0.0133333333333333
"IL1_10",0,0,0,0,0,0.0333333333333333,0,0.16,0.813333333333333,0.0733333333333333,0.0266666666666667,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0.0266666666666667,0,0.0666666666666667,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0
"IL1_3",0,0,0,0,0.00666666666666667,0.0533333333333333,0,0.2,0.166666666666667,0.02,0.0266666666666667,0,0,0,0,0,0,0.06,0,0,0,0.00666666666666667,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0.793333333333333,0.0533333333333333,0,0.02,0,0,0
"IL1_4",0.00666666666666667,0,0,0.0866666666666667,0.04,0,0,0.393333333333333,0.446666666666667,0.00666666666666667,0,0,0.16,0,0.00666666666666667,0.00666666666666667,0.0133333333333333,0,0,0.0466666666666667,0,0.22,0,0,0,0,0.06,0,0,0,0,0,0,0,0.186666666666667,0,0,0,0,0,0
"IL1_5",0.04,0,0,0,0.0466666666666667,0.0333333333333333,0,0.433333333333333,0.206666666666667,0.0133333333333333,0.00666666666666667,0.0133333333333333,0,0,0,0,0.0133333333333333,0,0,0.02,0.0333333333333333,0.48,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.16,0,0,0,0,0.0133333333333333,0
"IL1_8",0,0,0,0.0133333333333333,0.0266666666666667,0.00666666666666667,0,0.213333333333333,0.7,0.00666666666666667,0.00666666666666667,0,0,0,0,0.00666666666666667,0,0.00666666666666667,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0.233333333333333,0.0133333333333333,0.00666666666666667,0,0.00666666666666667,0,0
"IL1_9",0,0,0.02,0.02,0.00666666666666667,0,0,0.0866666666666667,0.106666666666667,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0
"IL2_1",0.0266666666666667,0,0,0.0266666666666667,0.04,0.0266666666666667,0,0.22,0.273333333333333,0.0266666666666667,0,0,0.02,0,0,0,0,0,0,0.0466666666666667,0.04,0.346666666666667,0,0,0,0,0,0,0.0266666666666667,0,0,0,0,0,0.14,0,0,0,0,0,0
"IL2_10",0,0,0,0.04,0.0733333333333333,0.0266666666666667,0,0.253333333333333,0.48,0.04,0,0,0.0666666666666667,0,0.00666666666666667,0,0,0,0,0.0333333333333333,0.02,0.38,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0
"IL2_2",0,0,0,0,0.00666666666666667,0.02,0,0.426666666666667,0.48,0.02,0.02,0,0,0,0,0.00666666666666667,0,0.00666666666666667,0,0,0,0.00666666666666667,0,0,0.0133333333333333,0,0.0133333333333333,0.0133333333333333,0,0,0,0,0,0,0.413333333333333,0.00666666666666667,0,0,0,0,0
"IL2_3",0.00666666666666667,0,0.00666666666666667,0.0133333333333333,0.06,0.02,0,0.253333333333333,0.853333333333333,0.06,0,0,0,0,0,0,0,0,0,0.02,0,0.126666666666667,0,0,0,0,0.00666666666666667,0,0,0,0,0,0.00666666666666667,0,0.313333333333333,0.0133333333333333,0,0,0,0,0
"IL2_4",0,0,0.00666666666666667,0,0.0266666666666667,0,0,0.386666666666667,0.0666666666666667,0.0133333333333333,0.02,0,0,0,0,0.00666666666666667,0,0.00666666666666667,0,0,0,0.273333333333333,0,0,0,0,0.04,0,0,0,0,0,0,0,0.546666666666667,0,0,0,0,0.02,0
