"","A","B","C","D","E"
"IL3_3",0,10.3896103896104,44.1558441558442,2.5974025974026,0
"IL3_4",0,14.9532710280374,60.7476635514019,16.8224299065421,0
"IL3_6",20.6896551724138,12.6436781609195,50.5747126436782,8.04597701149425,0
"IL3_7",0,22.2222222222222,44.4444444444444,4.44444444444444,0
"IL3_9",0,10.2564102564103,73.0769230769231,15.3846153846154,0
"IL4_10",1.78571428571429,5.35714285714286,50,21.4285714285714,1.78571428571429
"IL4_2",0,14.5161290322581,38.7096774193548,12.9032258064516,0
"IL4_3",0,5.26315789473684,7.36842105263158,0,0
"IL4_4",0,42.8571428571429,35.7142857142857,0,0
"IL4_5",1.8348623853211,8.25688073394496,9.1743119266055,0,0
"IL4_7",0,15.4929577464789,47.887323943662,9.85915492957746,0
"IL4_8",32.6086956521739,11.9565217391304,40.2173913043478,0,0
"IL4_9",0,37.7777777777778,55.5555555555556,0,0
"M1_1",0,0,3.2258064516129,1.61290322580645,0.806451612903226
"M1_10",0,12.5,43.75,0,0
"M1_2",0,7.47663551401869,25.7009345794392,2.80373831775701,0
"M1_4",0,1.91082802547771,5.73248407643312,0,0
"M1_5",0,23.8095238095238,38.0952380952381,12.6984126984127,0
"M1_6",0,0,0,0,0
"M1_7",0,0,1.85185185185185,0,0
"M1_8",0,0,0,0,0
"M2_1",0,12.1621621621622,58.1081081081081,4.05405405405405,0
"M2_10",0,0,0,0,0
"M2_3",0,34.375,53.125,1.5625,0
"M2_5",0,0,0,0,0
"M2_6",0,0,0,0,0
"M2_7",0,0,0,0,0
"M2_8",0,3.84615384615385,11.5384615384615,0,0
"M2_9",0,4.04040404040404,5.05050505050505,3.03030303030303,0
"M3_1",0,0,0,0,0
"M3_2",2.24719101123596,11.2359550561798,47.1910112359551,7.86516853932584,0
"M3_3",0.934579439252336,5.60747663551402,26.1682242990654,0.934579439252336,0
"M3_5",0,25.609756097561,62.1951219512195,9.75609756097561,0
"M3_7",0,0,10.7142857142857,0,0
"M3_8",0,15.7142857142857,50,5.71428571428571,0
"M4_2",2.52100840336134,8.40336134453782,10.9243697478992,0,0
"M4_3",0,16.9811320754717,49.0566037735849,1.88679245283019,0
"M4_4",0,0,2.32558139534884,0,0
"M4_5",0,0,0,0,0
"M4_6",1,11,39,5,0
"M4_7",0.460829493087558,2.30414746543779,6.91244239631336,0.460829493087558,0
"M4_9",8.27067669172932,7.5187969924812,63.9097744360902,11.2781954887218,0.75187969924812
