Plot,Line,SpeciesCode,ClassAtotal,ClassBtotal,ClassCtotal,ClassDtotal,ClassEtotal
2,4,ARBI3,0,0,0,0,0
2,4,ARBI3/D,0,0,0,0,0
2,4,ARNO4,0,0,0,0,0
2,4,ARNO4/D,0,0,0,0,0
2,4,ARTR2,0,0,0,0,0
2,4,ARTR2/D,0,0,0,0,0
2,4,ATCA2,0,0,1,0,0
2,4,ATCA2/D,0,0,0,0,0
2,4,BRMI,0,0,0,0,0
2,4,CEIN7,0,0,0,0,0
2,4,CHVI8,0,0,10,0,0
2,4,CHVI8/D,0,0,1,0,0
2,4,EPVI,0,0,0,0,0
2,4,EPVI/D,0,0,0,0,0
2,4,FRAN2,0,0,0,0,0
2,4,GUMI,0,0,0,0,0
2,4,GUSA2,1,3,19,0,0
2,4,GUSA2/D,0,0,4,0,0
2,4,JUOS,0,0,0,0,1
2,4,JUOS/D,0,0,0,0,0
2,4,KRLA2,0,0,0,0,0
2,4,KRLA2/D,0,0,0,0,0
2,4,MAFR3,0,0,0,0,0
2,4,PIED,0,0,0,0,0
2,4,PIED/D,0,0,0,0,0
2,4,SHRO,0,0,0,0,0
2,4,SHRO/D,0,0,0,0,0
2,4,SYOR,0,0,0,0,0
2,4,SYOR/D,0,0,0,0,0
2,4,YUBA,0,0,0,0,0
10,2,AMUT/D,0,0,0,0,0
10,2,ARBI3,0,0,0,0,0
10,2,ARBI3/D,0,0,0,0,0
10,2,ARTR2,0,0,0,0,0
10,2,ARTR2/D,0,5,22,1,0
10,2,BRMI,0,0,0,0,0
10,2,CEIN7,0,0,0,0,0
10,2,CHVI8,0,0,5,0,0
10,2,CHVI8/D,0,0,0,0,0
10,2,EPVI,0,0,0,0,0
10,2,FRAN2,0,0,0,0,0
10,2,GUMI,0,0,0,0,0
10,2,GUSA2,3,21,15,0,0
10,2,GUSA2/D,0,2,3,0,0
10,2,JUOS,0,0,0,0,0
10,2,JUOS/D,0,0,0,0,1
10,2,KRLA2,0,0,0,0,0
10,2,KRLA2/D,0,1,0,0,0
10,2,MAFR3,0,0,0,0,0
10,2,PIED,0,0,0,0,0
10,2,SHRO,0,0,0,0,0
10,2,SHRO/D,0,0,0,0,0
10,3,AMUT/D,0,0,0,0,0
10,3,ARBI3,0,0,0,0,0
10,3,ARBI3/D,0,0,0,0,0
10,3,ARTR2,0,0,0,0,0
10,3,ARTR2/D,0,0,0,0,0
10,3,BRMI,0,0,0,0,0
10,3,CEIN7,0,0,0,0,0
10,3,CHVI8,0,0,0,0,0
10,3,CHVI8/D,0,0,0,0,0
10,3,EPVI,0,0,0,0,0
10,3,FRAN2,0,0,0,0,0
10,3,GUMI,0,0,0,0,0
10,3,GUSA2,7,12,9,0,0
10,3,GUSA2/D,0,3,1,0,0
10,3,JUOS,0,0,0,0,1
10,3,JUOS/D,0,0,0,0,1
10,3,KRLA2,0,0,0,0,0
10,3,KRLA2/D,0,0,0,0,0
10,3,MAFR3,0,0,0,0,0
10,3,PIED,0,0,1,0,1
10,3,SHRO,0,0,0,0,0
10,3,SHRO/D,0,0,0,0,0
10,4,AMUT/D,0,0,0,0,0
10,4,ARBI3,0,0,0,0,0
10,4,ARBI3/D,0,0,0,0,0
10,4,ARTR2,0,0,0,0,0
10,4,ARTR2/D,0,0,0,0,0
10,4,BRMI,0,0,0,0,0
10,4,CEIN7,0,0,0,0,0
10,4,CHVI8,0,0,0,0,0
10,4,CHVI8/D,0,0,0,0,0
10,4,EPVI,0,0,0,0,0
10,4,FRAN2,0,0,0,0,0
10,4,GUMI,0,0,0,0,0
10,4,GUSA2,15,12,11,0,0
10,4,GUSA2/D,1,3,1,0,0
10,4,JUOS,0,0,0,0,1
10,4,JUOS/D,0,0,0,0,1
10,4,KRLA2,0,0,0,0,0
10,4,KRLA2/D,0,0,0,0,0
10,4,MAFR3,0,0,0,0,0
10,4,PIED,0,0,0,0,1
10,4,SHRO,0,0,0,0,0
10,4,SHRO/D,0,0,0,0,0
11,2,AMUT/D,0,0,0,0,0
11,2,ARBI3,0,0,0,0,0
11,2,ARBI3/D,0,0,0,0,0
11,2,ARTR2,0,0,0,0,0
11,2,ARTR2/D,0,1,0,0,0
11,2,ATCA2,1,0,0,0,2
11,2,ATCA2/D,0,3,0,0,0
11,2,BRMI,0,0,0,0,0
11,2,CEIN7,0,0,0,0,0
11,2,CHVI8,0,0,0,0,0
11,2,CHVI8/D,0,0,0,0,0
11,2,EPVI,0,0,0,0,0
11,2,FRAN2,0,0,0,0,0
11,2,GUMI,0,0,0,0,0
11,2,GUSA2,0,0,0,0,0
11,2,GUSA2/D,0,0,0,0,0
11,2,JUOS,0,0,0,0,0
11,2,JUOS/D,0,0,0,0,0
11,2,KRLA2,1,0,2,0,0
11,2,KRLA2/D,0,0,0,0,0
11,2,MAFR3,0,0,0,0,0
11,2,PIED,0,0,0,0,0
11,2,SHRO,0,0,0,0,0
11,2,SHRO/D,0,0,0,0,0
11,3,AMUT/D,0,0,0,0,0
11,3,ARBI3,0,0,0,0,0
11,3,ARBI3/D,0,0,0,0,0
11,3,ARTR2,0,0,0,0,0
11,3,ARTR2/D,0,3,9,1,0
11,3,ATCA2,0,0,0,1,2
11,3,ATCA2/D,0,0,0,0,0
11,3,BRMI,0,0,0,0,0
11,3,CEIN7,0,0,0,0,0
11,3,CHVI8,0,0,0,0,0
11,3,CHVI8/D,0,0,0,0,0
11,3,EPVI,0,0,0,0,0
11,3,FRAN2,0,0,0,0,0
11,3,GUMI,0,0,0,0,0
11,3,GUSA2,0,0,0,0,0
11,3,GUSA2/D,0,0,0,0,0
11,3,JUOS,0,0,0,0,0
11,3,JUOS/D,0,0,0,0,0
11,3,KRLA2,0,0,0,0,0
11,3,KRLA2/D,0,0,0,0,0
11,3,MAFR3,0,0,0,0,0
11,3,PIED,0,0,0,0,0
11,3,SHRO,0,0,0,0,0
11,3,SHRO/D,0,0,0,0,0
11,4,AMUT/D,0,0,0,0,0
11,4,ARBI3,0,0,0,0,0
11,4,ARBI3/D,0,0,0,0,0
11,4,ARTR2,0,0,1,0,0
11,4,ARTR2/D,0,1,1,0,0
11,4,ATCA2,0,0,0,2,3
11,4,ATCA2/D,0,0,1,0,0
11,4,BRMI,0,0,0,0,0
11,4,CEIN7,0,0,0,0,0
11,4,CHVI8,0,0,0,0,0
11,4,CHVI8/D,0,0,0,0,0
11,4,EPVI,0,0,0,0,0
11,4,FRAN2,0,0,0,0,0
11,4,GUMI,0,0,0,0,0
11,4,GUSA2,0,0,0,0,0
11,4,GUSA2/D,0,0,0,0,0
11,4,JUOS,0,0,0,0,0
11,4,JUOS/D,0,0,0,0,0
11,4,KRLA2,1,1,2,0,0
11,4,KRLA2/D,0,0,0,0,0
11,4,MAFR3,0,0,0,0,0
11,4,PIED,0,0,0,0,0
11,4,SHRO,0,0,0,0,0
11,4,SHRO/D,0,0,0,0,0
12,2,AMUT/D,0,0,0,0,0
12,2,ARBI3,0,0,0,0,0
12,2,ARBI3/D,0,0,0,0,0
12,2,ARTR2,0,0,0,0,0
12,2,ARTR2/D,0,0,0,0,0
12,2,ATCA2,0,0,0,0,0
12,2,ATCA2/D,0,0,0,0,0
12,2,BRMI,0,0,0,0,0
12,2,CEIN7,0,0,0,0,0
12,2,CHVI8,0,1,1,0,0
12,2,CHVI8/D,0,0,0,0,0
12,2,EPVI,0,0,0,0,0
12,2,FRAN2,0,0,0,0,0
12,2,GUMI,0,0,0,0,0
12,2,GUSA2,2,10,8,0,0
12,2,GUSA2/D,0,2,4,0,0
12,2,JUOS,0,0,0,0,1
12,2,JUOS/D,0,0,0,0,0
12,2,KRLA2,0,0,0,0,0
12,2,KRLA2/D,0,0,0,0,0
12,2,MAFR3,0,0,0,0,0
12,2,PIED,0,0,0,0,0
12,2,SHRO,0,0,0,0,0
12,2,SHRO/D,0,0,0,0,0
12,2,SYOR,0,0,0,0,0
12,2,SYOR/D,0,0,0,0,0
12,3,AMUT/D,0,0,0,0,0
12,3,ARBI3,0,0,0,0,0
12,3,ARBI3/D,0,0,0,0,0
12,3,ARTR2,0,0,0,0,0
12,3,ARTR2/D,0,0,0,0,0
12,3,ATCA2,0,0,0,0,0
12,3,ATCA2/D,0,0,0,0,0
12,3,BRMI,0,0,0,0,0
12,3,CEIN7,0,0,0,0,0
12,3,CHVI8,0,0,0,0,0
12,3,CHVI8/D,0,0,0,0,0
12,3,EPVI,0,0,0,0,0
12,3,FRAN2,0,0,0,0,0
12,3,GUMI,0,0,0,0,0
12,3,GUSA2,0,0,1,0,0
12,3,GUSA2/D,0,0,0,0,0
12,3,JUOS,0,0,0,0,2
12,3,JUOS/D,0,0,0,0,0
12,3,KRLA2,0,0,0,0,0
12,3,KRLA2/D,0,0,0,0,0
12,3,MAFR3,0,0,0,0,0
12,3,PIED,0,0,0,0,1
12,3,SHRO,0,0,0,0,0
12,3,SHRO/D,0,0,0,0,0
12,3,SYOR,0,0,1,0,0
12,3,SYOR/D,0,0,0,0,0
12,4,AMUT/D,0,0,0,0,0
12,4,ARBI3,0,0,0,0,0
12,4,ARBI3/D,0,0,0,0,0
12,4,ARNO4,0,0,1,0,0
12,4,ARNO4/D,0,3,0,0,0
12,4,ARTR2,0,0,0,0,0
12,4,ARTR2/D,0,0,0,0,0
12,4,ATCA2,0,0,0,0,0
12,4,ATCA2/D,0,0,0,0,0
12,4,BRMI,0,0,0,0,0
12,4,CEIN7,0,0,0,2,0
12,4,CHVI8,0,0,0,0,0
12,4,CHVI8/D,0,0,0,0,0
12,4,EPVI,0,0,0,0,0
12,4,FRAN2,0,0,0,0,0
12,4,GUMI,0,0,0,0,0
12,4,GUSA2,0,1,1,0,0
12,4,GUSA2/D,0,1,1,0,0
12,4,JUOS,0,0,0,0,1
12,4,JUOS/D,0,0,0,0,0
12,4,KRLA2,0,0,0,0,0
12,4,KRLA2/D,0,0,0,0,0
12,4,MAFR3,0,0,0,0,0
12,4,PIED,1,0,0,0,0
12,4,SHRO,0,0,0,0,0
12,4,SHRO/D,0,0,0,0,0
12,4,SYOR,0,0,0,0,0
12,4,SYOR/D,0,0,0,0,0
14,2,AMUT/D,0,0,0,0,0
14,2,ARBI3,0,0,0,0,0
14,2,ARBI3/D,0,0,0,0,0
14,2,ARNO4,0,3,0,0,0
14,2,ARNO4/D,0,0,0,0,0
14,2,ARTR2,0,0,0,0,0
14,2,ARTR2/D,0,0,0,0,0
14,2,ATCA2,0,0,0,0,0
14,2,ATCA2/D,0,0,0,0,0
14,2,BRMI,0,0,0,0,0
14,2,CEIN7,0,0,0,0,0
14,2,CHVI8,0,0,1,1,0
14,2,CHVI8/D,0,0,0,0,0
14,2,EPVI,0,0,0,0,0
14,2,FRAN2,0,0,0,0,0
14,2,GUMI,0,0,0,0,0
14,2,GUSA2,19,22,29,0,0
14,2,GUSA2/D,8,3,6,0,0
14,2,JUOS,0,0,0,0,1
14,2,JUOS/D,0,0,0,0,0
14,2,KRLA2,0,0,0,0,0
14,2,KRLA2/D,0,0,0,0,0
14,2,MAFR3,0,0,0,0,0
14,2,PIED,0,0,0,0,2
14,2,SHRO,0,0,0,0,0
14,2,SHRO/D,0,0,0,0,0
14,2,SYOR,0,0,0,0,0
14,2,SYOR/D,0,0,0,0,0
14,3,AMUT/D,0,0,0,0,0
14,3,ARBI3,0,0,0,0,0
14,3,ARBI3/D,0,0,0,0,0
14,3,ARNO4,0,0,0,0,0
14,3,ARNO4/D,0,0,0,0,0
14,3,ARTR2,0,0,0,0,0
14,3,ARTR2/D,0,0,0,0,0
14,3,ATCA2,0,0,0,0,0
14,3,ATCA2/D,0,0,0,0,0
14,3,BRMI,0,0,0,0,0
14,3,CEIN7,0,0,1,0,0
14,3,CHVI8,0,0,0,0,0
14,3,CHVI8/D,0,0,0,0,0
14,3,EPVI,0,0,2,1,0
14,3,FRAN2,0,0,0,0,0
14,3,GUMI,0,0,0,0,0
14,3,GUSA2,6,2,14,0,0
14,3,GUSA2/D,0,3,4,0,0
14,3,JUOS,0,0,0,0,1
14,3,JUOS/D,0,0,0,0,1
14,3,KRLA2,0,0,0,0,0
14,3,KRLA2/D,0,0,0,0,0
14,3,MAFR3,0,0,0,0,0
14,3,PIED,0,0,0,0,0
14,3,SHRO,0,0,0,0,0
14,3,SHRO/D,0,0,0,0,0
14,3,SYOR,0,0,0,0,0
14,3,SYOR/D,0,0,0,0,0
14,4,AMUT/D,0,0,0,0,0
14,4,ARBI3,0,0,0,0,0
14,4,ARBI3/D,0,0,0,0,0
14,4,ARNO4,0,0,1,0,0
14,4,ARNO4/D,0,0,0,0,0
14,4,ARTR2,0,0,0,0,0
14,4,ARTR2/D,0,0,0,0,0
14,4,ATCA2,0,0,0,0,0
14,4,ATCA2/D,0,0,0,0,0
14,4,BRMI,0,0,0,0,0
14,4,CEIN7,0,0,0,0,0
14,4,CHVI8,0,0,0,0,0
14,4,CHVI8/D,0,0,0,0,0
14,4,EPVI,0,0,0,0,0
14,4,FRAN2,0,0,0,0,0
14,4,GUMI,0,0,0,0,0
14,4,GUSA2,0,3,2,0,0
14,4,GUSA2/D,0,3,1,0,0
14,4,JUOS,0,0,0,0,0
14,4,JUOS/D,0,0,0,0,0
14,4,KRLA2,0,0,0,0,0
14,4,KRLA2/D,0,0,0,0,0
14,4,MAFR3,0,0,0,0,0
14,4,PIED,1,0,0,0,1
14,4,SHRO,0,0,0,0,1
14,4,SHRO/D,0,0,0,0,0
14,4,SYOR,0,0,0,0,0
14,4,SYOR/D,0,0,0,0,0
15,2,AMUT/D,0,0,0,0,0
15,2,ARBI3,0,0,0,0,0
15,2,ARBI3/D,0,0,0,0,0
15,2,ARNO4,0,0,0,0,0
15,2,ARNO4/D,0,0,0,0,0
15,2,ARTR2,0,0,0,0,0
15,2,ARTR2/D,0,0,0,0,0
15,2,ATCA2,0,0,0,0,0
15,2,ATCA2/D,0,0,0,0,0
15,2,BRMI,0,0,0,0,0
15,2,CEIN7,0,0,0,0,0
15,2,CHVI8,0,0,1,0,0
15,2,CHVI8/D,0,0,2,0,0
15,2,EPVI,0,0,1,0,0
15,2,EPVI/D,0,1,0,0,0
15,2,FRAN2,0,0,0,0,0
15,2,GUMI,0,0,0,0,0
15,2,GUSA2,23,34,15,0,0
15,2,GUSA2/D,3,12,2,0,0
15,2,JUOS,0,0,0,0,1
15,2,JUOS/D,0,0,0,0,0
15,2,KRLA2,0,0,0,0,0
15,2,KRLA2/D,0,0,0,0,0
15,2,MAFR3,0,0,0,0,0
15,2,PIED,0,0,0,0,1
15,2,SHRO,0,0,0,0,0
15,2,SHRO/D,0,0,0,0,0
15,2,SYOR,0,0,0,0,0
15,2,SYOR/D,0,0,0,0,0
15,3,AMUT/D,0,0,0,0,0
15,3,ARBI3,0,0,0,0,0
15,3,ARBI3/D,0,0,0,0,0
15,3,ARNO4,0,0,0,0,0
15,3,ARNO4/D,0,0,0,0,0
15,3,ARTR2,0,0,1,0,0
15,3,ARTR2/D,0,0,0,0,0
15,3,ATCA2,0,0,0,0,0
15,3,ATCA2/D,0,0,0,0,0
15,3,BRMI,0,0,0,0,0
15,3,CEIN7,0,0,0,0,0
15,3,CHVI8,0,4,7,0,0
15,3,CHVI8/D,0,0,1,0,0
15,3,EPVI,0,0,1,0,0
15,3,EPVI/D,0,0,0,0,0
15,3,FRAN2,0,0,0,0,0
15,3,GUMI,0,0,0,0,0
15,3,GUSA2,11,38,9,0,0
15,3,GUSA2/D,0,7,0,0,0
15,3,JUOS,0,0,0,1,2
15,3,JUOS/D,0,0,0,0,0
15,3,KRLA2,0,0,0,0,0
15,3,KRLA2/D,0,0,0,0,0
15,3,MAFR3,1,0,0,0,0
15,3,PIED,0,0,1,1,2
15,3,PIED/D,0,0,0,0,1
15,3,SHRO,0,0,0,0,0
15,3,SHRO/D,0,0,0,0,0
15,3,SYOR,0,0,0,0,0
15,3,SYOR/D,0,0,0,0,0
15,4,AMUT/D,0,0,0,0,0
15,4,ARBI3,0,0,0,0,0
15,4,ARBI3/D,0,0,0,0,0
15,4,ARNO4,0,0,0,0,0
15,4,ARNO4/D,0,0,0,0,0
15,4,ARTR2,0,0,0,0,0
15,4,ARTR2/D,0,0,0,0,0
15,4,ATCA2,0,0,0,0,0
15,4,ATCA2/D,0,0,0,0,0
15,4,BRMI,0,0,0,0,0
15,4,CEIN7,0,0,0,0,0
15,4,CHVI8,0,1,3,0,0
15,4,CHVI8/D,0,0,0,0,0
15,4,EPVI,0,0,1,0,0
15,4,EPVI/D,0,0,0,0,0
15,4,FRAN2,0,0,0,0,0
15,4,GUMI,0,0,0,0,0
15,4,GUSA2,9,23,2,0,0
15,4,GUSA2/D,0,2,1,0,0
15,4,JUOS,0,0,0,0,0
15,4,JUOS/D,0,0,0,0,0
15,4,KRLA2,0,0,0,0,0
15,4,KRLA2/D,0,0,0,0,0
15,4,MAFR3,0,0,0,0,0
15,4,PIED,1,0,2,0,2
15,4,PIED/D,0,0,0,0,0
15,4,SHRO,0,0,0,0,0
15,4,SHRO/D,0,0,0,0,0
15,4,SYOR,0,0,0,0,0
15,4,SYOR/D,0,0,0,0,0
16,2,AMUT/D,0,0,0,0,0
16,2,ARBI3,0,0,0,0,0
16,2,ARBI3/D,0,0,0,0,0
16,2,ARNO4,0,0,0,0,0
16,2,ARNO4/D,0,0,0,0,0
16,2,ARTR2,0,0,2,0,0
16,2,ARTR2/D,0,1,3,0,0
16,2,ATCA2,0,0,1,2,3
16,2,ATCA2/D,0,0,0,0,0
16,2,BRMI,0,0,0,0,0
16,2,CEIN7,0,0,0,0,0
16,2,CHVI8,0,0,0,0,0
16,2,CHVI8/D,0,0,0,0,0
16,2,EPVI,0,0,0,0,0
16,2,EPVI/D,0,0,0,0,0
16,2,FRAN2,0,0,0,0,0
16,2,GUMI,0,0,0,0,0
16,2,GUSA2,0,0,0,0,0
16,2,GUSA2/D,0,0,0,0,0
16,2,JUOS,0,0,0,0,1
16,2,JUOS/D,0,0,0,0,0
16,2,KRLA2,0,3,8,1,0
16,2,KRLA2/D,0,0,0,0,0
16,2,MAFR3,0,0,0,0,0
16,2,PIED,0,0,0,1,1
16,2,PIED/D,0,0,0,0,0
16,2,SHRO,0,0,0,0,0
16,2,SHRO/D,0,0,0,0,0
16,2,SYOR,0,0,0,0,0
16,2,SYOR/D,0,0,0,0,0
16,2,YUBA,0,0,0,1,0
16,3,AMUT/D,0,0,0,0,0
16,3,ARBI3,0,0,0,0,0
16,3,ARBI3/D,0,0,0,0,0
16,3,ARNO4,0,0,0,0,0
16,3,ARNO4/D,0,0,0,0,0
16,3,ARTR2,0,0,1,0,0
16,3,ARTR2/D,0,0,4,0,0
16,3,ATCA2,0,0,2,0,0
16,3,ATCA2/D,0,0,0,0,0
16,3,BRMI,0,0,0,0,0
16,3,CEIN7,0,0,0,0,0
16,3,CHVI8,0,0,0,0,0
16,3,CHVI8/D,0,0,0,0,0
16,3,EPVI,0,0,0,0,0
16,3,EPVI/D,0,0,0,0,0
16,3,FRAN2,0,0,0,0,0
16,3,GUMI,0,0,0,0,0
16,3,GUSA2,29,8,13,0,0
16,3,GUSA2/D,1,0,4,0,0
16,3,JUOS,0,0,0,0,0
16,3,JUOS/D,0,0,0,0,0
16,3,KRLA2,3,2,5,0,0
16,3,KRLA2/D,0,0,0,0,0
16,3,MAFR3,0,0,0,0,0
16,3,PIED,0,0,1,1,2
16,3,PIED/D,0,0,0,0,0
16,3,SHRO,0,0,0,0,0
16,3,SHRO/D,0,0,0,0,0
16,3,SYOR,0,0,0,0,0
16,3,SYOR/D,0,0,0,0,0
16,3,YUBA,0,0,0,0,0
16,4,AMUT/D,0,0,0,0,0
16,4,ARBI3,0,0,0,0,0
16,4,ARBI3/D,0,0,0,0,0
16,4,ARNO4,0,0,0,0,0
16,4,ARNO4/D,0,0,0,0,0
16,4,ARTR2,0,2,0,0,0
16,4,ARTR2/D,0,0,4,0,0
16,4,ATCA2,0,0,0,1,1
16,4,ATCA2/D,0,0,0,0,0
16,4,BRMI,0,0,0,0,0
16,4,CEIN7,0,0,0,0,0
16,4,CHVI8,0,0,0,0,0
16,4,CHVI8/D,0,0,0,0,0
16,4,EPVI,0,0,0,0,0
16,4,EPVI/D,0,0,0,0,0
16,4,FRAN2,0,0,0,0,0
16,4,GUMI,0,0,0,0,0
16,4,GUSA2,0,1,9,0,0
16,4,GUSA2/D,0,2,2,0,0
16,4,JUOS,0,0,0,0,0
16,4,JUOS/D,0,0,0,0,0
16,4,KRLA2,0,0,4,0,0
16,4,KRLA2/D,0,0,0,0,0
16,4,MAFR3,0,0,0,0,0
16,4,PIED,0,0,0,0,0
16,4,PIED/D,0,0,0,0,0
16,4,SHRO,0,0,0,0,0
16,4,SHRO/D,0,0,0,0,0
16,4,SYOR,0,0,0,0,0
16,4,SYOR/D,0,0,0,0,0
16,4,YUBA,0,0,0,0,0
17,2,AMUT/D,0,0,0,0,0
17,2,ARBI3,0,0,0,0,0
17,2,ARBI3/D,0,0,0,0,0
17,2,ARNO4,0,0,0,0,0
17,2,ARNO4/D,0,0,0,0,0
17,2,ARTR2,0,0,0,0,0
17,2,ARTR2/D,0,0,0,0,0
17,2,ATCA2,0,0,0,0,0
17,2,ATCA2/D,0,0,0,0,0
17,2,BRMI,0,0,0,0,0
17,2,CEIN7,0,0,0,0,0
17,2,CHVI8,0,0,0,0,0
17,2,CHVI8/D,0,0,0,0,0
17,2,EPVI,0,0,0,0,0
17,2,EPVI/D,0,0,0,0,0
17,2,FRAN2,0,0,0,0,0
17,2,GUMI,0,0,0,0,0
17,2,GUSA2,9,0,4,0,0
17,2,GUSA2/D,5,1,0,0,0
17,2,JUOS,0,0,0,0,1
17,2,JUOS/D,0,0,0,0,0
17,2,KRLA2,0,0,0,0,0
17,2,KRLA2/D,0,0,0,0,0
17,2,MAFR3,0,0,0,0,0
17,2,PIED,0,0,2,0,2
17,2,PIED/D,0,0,0,0,0
17,2,SHRO,0,0,0,0,0
17,2,SHRO/D,0,0,0,0,0
17,2,SYOR,0,0,0,0,0
17,2,SYOR/D,0,0,0,0,0
17,2,YUBA,0,0,0,0,0
17,3,AMUT/D,0,0,0,0,0
17,3,ARBI3,0,0,0,0,0
17,3,ARBI3/D,0,0,0,0,0
17,3,ARNO4,0,0,0,0,0
17,3,ARNO4/D,0,0,0,0,0
17,3,ARTR2,0,0,0,0,0
17,3,ARTR2/D,0,0,0,0,0
17,3,ATCA2,0,0,0,0,0
17,3,ATCA2/D,0,0,0,0,0
17,3,BRMI,0,0,0,0,0
17,3,CEIN7,0,0,0,0,0
17,3,CHVI8,0,0,0,0,0
17,3,CHVI8/D,0,0,0,0,0
17,3,EPVI,0,0,0,0,0
17,3,EPVI/D,0,0,0,0,0
17,3,FRAN2,0,0,0,0,0
17,3,GUMI,0,0,0,0,0
17,3,GUSA2,3,4,9,0,0
17,3,GUSA2/D,0,0,15,0,0
17,3,JUOS,0,0,1,0,3
17,3,JUOS/D,0,0,0,0,0
17,3,KRLA2,0,0,0,0,0
17,3,KRLA2/D,0,0,0,0,0
17,3,MAFR3,0,0,0,0,0
17,3,PIED,4,0,3,0,3
17,3,PIED/D,0,0,0,0,1
17,3,SHRO,0,0,0,0,0
17,3,SHRO/D,0,0,0,0,0
17,3,SYOR,0,0,0,0,0
17,3,SYOR/D,0,0,0,0,0
17,3,YUBA,0,0,0,0,0
17,4,AMUT/D,0,0,0,0,0
17,4,ARBI3,0,0,0,0,0
17,4,ARBI3/D,0,0,0,0,0
17,4,ARNO4,0,0,0,0,0
17,4,ARNO4/D,0,0,0,0,0
17,4,ARTR2,0,0,0,0,0
17,4,ARTR2/D,0,0,1,0,0
